0,-52.328
1,-53.068
2,-53.795
3,-54.579
4,-55.251
5,-55.922
6,-56.575
7,-57.197
8,-57.775
9,-58.291
10,-58.843
11,-59.296
12,-59.77
13,-60.14
14,-60.54
15,-60.86
16,-61.167
17,-61.437
18,-61.628
19,-61.78
20,-61.962
21,-62.047
22,-62.124
23,-62.135
24,-62.144
25,-62.074
26,-61.995
27,-61.947
28,-61.713
29,-61.462
30,-61.221
31,-60.968
32,-60.716
33,-60.376
34,-60.037
35,-59.672
36,-59.277
37,-58.83
38,-58.395
39,-57.936
40,-57.415
41,-56.942
42,-56.38
43,-55.841
44,-55.275
45,-54.694
46,-54.155
47,-53.562
48,-52.962
49,-52.289
50,-51.71
51,-51.101
52,-50.475
53,-49.829
54,-49.214
55,-48.564
56,-47.964
57,-47.333
58,-46.719
59,-46.068
60,-45.535
61,-44.816
62,-44.172
63,-43.576
64,-43.02
65,-42.447
66,-41.869
67,-41.313
68,-40.701
69,-40.166
70,-39.635
71,-39.119
72,-38.618
73,-38.077
74,-37.549
75,-37.056
76,-36.594
77,-36.083
78,-35.641
79,-35.172
80,-34.743
81,-34.266
82,-33.853
83,-33.421
84,-32.944
85,-32.594
86,-32.14
87,-31.713
88,-31.298
89,-30.874
90,-30.503
91,-30.086
92,-29.739
93,-29.233
94,-28.813
95,-28.426
96,-28.02
97,-27.587
98,-27.17
99,-26.762
100,-26.345
101,-25.937
102,-25.482
103,-25.057
104,-24.608
105,-24.174
106,-23.721
107,-23.297
108,-22.785
109,-22.371
110,-21.891
111,-21.398
112,-20.916
113,-20.466
114,-19.973
115,-19.493
116,-18.984
117,-18.485
118,-17.979
119,-17.494
120,-16.968
121,-16.48
122,-15.973
123,-15.437
124,-14.942
125,-14.381
126,-13.857
127,-13.341
128,-12.844
129,-12.298
130,-11.818
131,-11.279
132,-10.779
133,-10.266
134,-9.7652
135,-9.2407
136,-8.7516
137,-8.2455
138,-7.7535
139,-7.2755
140,-6.8202
141,-6.3089
142,-5.8362
143,-5.387
144,-4.9284
145,-4.5027
146,-4.0363
147,-3.602
148,-3.1658
149,-2.7858
150,-2.3269
151,-1.9364
152,-1.5367
153,-1.1604
154,-0.73834
155,-0.40403
156,0.029925
157,0.33442
158,0.70911
159,1.0879
160,1.4067
161,1.7688
162,2.0809
163,2.4107
164,2.7132
165,3.0642
166,3.3714
167,3.6523
168,3.9601
169,4.2799
170,4.5589
171,4.8686
172,5.1279
173,5.4157
174,5.6979
175,5.956
176,6.2315
177,6.5099
178,6.7986
179,7.085
180,7.3243
181,7.6006
182,7.8642
183,8.1184
184,8.3956
185,8.6674
186,8.9325
187,9.2016
188,9.4833
189,9.7287
190,10.027
191,10.261
192,10.586
193,10.816
194,11.11
195,11.399
196,11.702
197,11.959
198,12.216
199,12.543
200,12.838
201,13.111
202,13.367
203,13.682
204,13.985
205,14.26
206,14.521
207,14.867
208,15.126
209,15.45
210,15.735
211,16.01
212,16.276
213,16.593
214,16.859
215,17.16
216,17.435
217,17.729
218,17.996
219,18.294
220,18.521
221,18.797
222,19.111
223,19.326
224,19.578
225,19.835
226,20.126
227,20.331
228,20.601
229,20.831
230,21.085
231,21.284
232,21.524
233,21.726
234,21.975
235,22.161
236,22.363
237,22.562
238,22.762
239,22.952
240,23.151
241,23.312
242,23.471
243,23.668
244,23.822
245,23.966
246,24.143
247,24.291
248,24.419
249,24.593
250,24.702
251,24.84
252,24.959
253,25.088
254,25.176
255,25.31
256,25.416
257,25.493
258,25.646
259,25.733
260,25.833
261,25.93
262,26.016
263,26.079
264,26.157
265,26.236
266,26.338
267,26.415
268,26.448
269,26.548
270,26.662
271,26.699
272,26.778
273,26.811
274,26.874
275,26.914
276,27.003
277,27.079
278,27.068
279,27.153
280,27.258
281,27.278
282,27.294
283,27.36
284,27.375
285,27.457
286,27.463
287,27.515
288,27.542
289,27.608
290,27.616
291,27.655
292,27.679
293,27.665
294,27.707
295,27.704
296,27.731
297,27.729
298,27.76
299,27.758
300,27.782
301,27.747
302,27.72
