4256,4318,62,4289,33,0.18832
8078,8145,67,8112,34,0
12222,12301,79,12262,40,0
19605,19680,75,19644,39,0
25846,25929,83,25889,43,0
30808,30896,88,30852,44,0
32023,32249,226,32145,122,0
39565,39644,79,39606,41,0
42949,43026,77,42991,42,0
50095,50171,76,50132,37,0
52419,52495,76,52459,40,0
55711,55866,155,55755,44,0
57927,57996,69,57969,42,0
62013,62083,70,62048,35,0
72044,72122,78,72076,32,0
74263,74332,69,74296,33,0
75819,75891,72,75858,39,0
82834,82975,141,82934,100,0
86874,86978,104,86919,45,0
87945,88027,82,87989,44,0
