553,965,412,706,153,0.30341
1691,1926,235,1798,107,0
2552,2720,168,2669,117,0
3288,3441,153,3335,47,0
7684,7846,162,7776,92,0
9163,9309,146,9240,77,0
9936,10010,74,9972,36,0
11690,11753,63,11720,30,0
14208,14413,205,14333,125,0
16841,16920,79,16875,34,0
19154,19232,78,19191,37,0
22068,22161,93,22108,40,0
24218,24342,124,24252,34,0
25100,25164,64,25127,27,0
27679,27765,86,27731,52,0
28433,28522,89,28484,51,0
29974,30026,52,30000,26,0
34708,34901,193,34783,75,0
34708,34901,193,34783,75,0
35570,35679,109,35633,63,0
36813,36886,73,36841,28,0
38636,38730,94,38674,38,0
40225,40377,152,40281,56,0
41723,41819,96,41778,55,0
44142,44244,102,44203,61,0
44865,45047,182,44914,49,0
48539,48703,164,48577,38,0
51923,52099,176,51966,43,0
54976,55169,193,55110,134,0
60331,60483,152,60445,114,0
60331,60483,152,60445,114,0
62212,62435,223,62235,23,0
63725,63766,41,63747,22,0
65974,66132,158,66004,30,0
66607,66703,96,66651,44,0
68042,68201,159,68079,37,0
74912,74949,37,74932,20,0
77991,78084,93,78023,32,0
78897,79025,128,78970,73,0
79819,79880,61,79852,33,0
81059,81154,95,81096,37,0
83812,83875,63,83841,29,0
90663,90754,91,90697,34,0
91285,91366,81,91321,36,0
92635,92726,91,92685,50,0
93406,93540,134,93502,96,0
94338,94455,117,94366,28,0
