Index,1,2,3,6,9,11,23,32,36,42,45,50,54,56,72,78,82,84,91,115,121,122,123,129,131,133,138,140,149,150,154,159,160,165,172,175,177,184,185,190,192,203,211,217,224,228,236,246,251,252,253,258,261,276,277,283,292,307,309,338,353,355,357,370,374,389,390,391,408,412,416,420,429,437,452,454,458,462,464,467,470,476,478,479,484,486,497,511,523,537,539,547,549,550,555,558,559,561,573,577,585,592,594,601,608,614,615,630,642,648,652,657,664,675,676,684,695,700,701,703,706,708,711,718,727,729,748,750,782,788,793,796,797,802,804,829,834,839,866,875,882,883,892,898,899,908,919,927,936,
Curve - Decay Tau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Propagation - Onset - Overall,1.4320251,23.046652,12.133074,64.76047,21.813786,15.675634,6.1515255,3.210865,0.5709063,1.426874,6.7663794,17.407373,2.9431074,4.8622036,7.237478,9.241182,0.41522473,3.158455,13.0781765,2.8944845,4.1307316,7.099521,2.5095155,13.808424,2.2926674,1.8718481,11.239057,2.549709,2.8242555,5.3753347,4.64219,1.5357589,2.3430872,6.673712,2.1430087,0.78701174,1.3157436,1.7644055,0.10356861,2.790072,3.4953017,1.3658133,2.4684458,5.2722073,0.30721545,6.88733,1.6734033,1.1786444,0.7006892,0.0,0.0,22.741287,1.9815172,7.2483664,3.9838285,10.367579,3.3063142,1.7808009,0.12516639,0.0535506,0.2828651,0.0,1.6124458,3.220879,0.0,1.5880941,0.7757625,3.9700596,6.7377925,4.8617115,1.0928857,11.562859,1.3982509,2.222259,1.7496654,0.0,0.8799159,3.2895622,2.9192019,0.79845226,8.44653,3.0177042,0.19346122,0.28571495,2.1868095,23.177795,3.4804158,3.4714723,1.2688048,0.5023344,9.317174,1.596364,28.897484,2.207911,1.8122807,0.88488233,20.294758,0.93989104,0.30310562,0.0122132525,6.774925,1.6697947,8.2285795,0.5481335,0.33693534,2.9092999,0.0,0.523361,3.9820952,25.63086,1.2192539,0.8112308,1.3514757,0.121901035,0.0,2.5524924,1.3585885,1.723006,1.7502484,0.0,0.40167153,0.3842895,8.251035,1.6847801,0.0,0.0,0.0,2.3589244,0.6613009,0.3305546,1.1713057,0.51834965,18.487741,12.210623,0.96788156,5.7519307,1.546999,2.2886596,5.933028,0.22461739,0.0,13.014524,5.245502,0.0,5.787747,3.068318,0.44583315,3.2958798,0.57198083,
Propagation - Onset - One Direction - Anterior,0.3321195,7.3701386,7.2435017,19.197018,10.909843,0.4716879,1.6303985,0.9328597,0.0045933723,1.2641784,2.145122,4.193068,0.76885736,1.049588,4.220382,2.666132,0.09657889,0.5084414,4.2361703,1.4461884,1.9045652,0.7721868,1.1129178,4.0860257,1.5559847,0.57306445,11.054419,0.07749388,0.42181015,0.7145349,2.4262016,0.31040636,1.3837986,2.710117,0.81211025,0.16252561,0.22998989,0.22701937,0.0,0.674823,0.3151173,0.8537156,1.7472165,1.8589379,0.02572091,0.52452254,1.5214461,0.2855465,0.34452832,0.0,0.0,4.649814,0.41067117,0.20102668,2.2899492,4.936642,0.67551535,1.1353267,0.12516639,0.0139101,0.24386483,0.0,1.2633178,1.8113645,0.0,0.39347255,0.6333111,1.9961523,3.3332045,1.2211223,0.5455577,1.9745569,0.8047144,1.5259126,0.6276257,0.0,0.87320966,0.7746994,1.2176965,0.17957807,0.16096736,1.0818713,0.084336,0.2420353,0.5974466,12.68838,0.2694106,3.336286,0.2676546,0.0,4.2943707,1.2469673,9.493713,1.0958868,0.21490026,0.27293855,8.106876,0.059694566,0.06503074,0.0,1.2315925,0.34349078,4.651302,0.39237458,0.0,0.3450796,0.0,0.40436572,1.7627739,10.8899765,0.39524737,0.09697765,0.9559553,0.121901035,0.0,0.49304384,0.22360426,0.6626953,1.2888479,0.0,0.114084534,0.20502244,6.8366427,1.0418056,0.0,0.0,0.0,0.12944236,0.02584508,0.079483725,0.7434153,0.0,11.807137,6.917078,0.49574578,0.46958494,0.4463647,0.93458545,2.19197,0.19386484,0.0,5.0255513,3.2072625,0.0,4.9106135,2.3387494,0.44583315,0.07180399,0.05210355,
Propagation - Onset - One Direction - Posterior,0.79138243,7.049424,1.4821378,11.704099,1.0692698,4.647774,2.3296278,0.92890275,0.09262778,0.05459705,2.7940707,7.6274557,0.58176845,0.3939621,1.7786976,5.3310156,0.15672249,1.4004251,3.7361412,0.63723963,0.8361275,4.616193,0.6111634,1.2848252,0.6418136,0.10779722,0.0,0.722585,1.3956302,2.269892,1.4052314,0.21518385,0.3620353,0.47114184,0.908893,0.20022935,0.30747062,0.75661415,0.04632677,1.0349355,1.6015757,0.18410663,0.3418523,1.3608694,0.03836818,3.4482913,0.11757809,0.34328756,0.27256197,0.0,0.0,1.4647949,0.6603647,2.7807264,0.17962542,4.1952124,0.5514207,0.5078125,0.0,0.03495705,0.039000273,0.0,0.018604495,0.35225007,0.0,0.6101392,0.0,0.23057094,0.86981916,2.0973003,0.0050303936,2.428538,0.035938025,0.3506894,0.75918305,0.0,0.0,0.91165483,1.308714,0.0,2.225676,1.4107628,0.051863633,0.0,0.49790263,1.5637659,2.6034539,0.0,0.41323382,0.5023344,0.6265707,0.0,12.774889,0.6769495,1.1583031,0.24164632,1.188487,0.88019645,0.08390789,0.0122132525,0.92158675,0.7315722,0.14938301,0.0,0.25526863,0.26044413,0.0,0.11899531,1.4770935,6.965723,0.8170186,0.44085526,0.20617698,0.0,0.0,1.0457022,0.0,0.35140616,0.076931044,0.0,0.0998426,0.16796881,0.034114003,0.09515254,0.0,0.0,0.0,1.1578126,0.3798933,0.05810213,0.23880646,0.49201387,1.7035743,0.16991855,0.35757017,1.6946609,0.6325627,0.6129242,0.9277357,0.0,0.0,4.6308537,0.09926213,0.0,0.0041668117,0.038831934,0.0,2.8074346,0.018973812,
Propagation - Onset - One Direction - Left,0.18108651,5.344622,2.1452017,0.7588127,0.3479021,10.556172,0.6086693,0.2528726,0.45607525,0.07823436,0.04375433,5.09659,1.5924816,1.1170961,1.0734727,1.2056807,0.11858696,0.71105933,5.0804744,0.69423914,0.6369834,1.414918,0.6712846,0.3482142,0.02083338,0.0,0.041833453,0.58695704,0.22592953,2.0691,0.5177969,0.30329362,0.3366687,0.0,0.38138026,0.22113179,0.53199404,0.7807719,0.057241842,0.5168716,0.14267112,0.07849132,0.2096934,0.12713629,0.0,2.5383391,0.0,0.41621664,0.020036146,0.0,0.0,0.04352679,0.07915896,0.0,0.13917558,1.1043881,0.21279758,0.13766165,0.0,0.0,0.0,0.0,0.32403722,0.0,0.0,0.25689334,0.0,1.7224436,0.5372907,0.06093749,0.06818186,6.8726482,0.29479495,0.0,0.1972318,0.0,0.006706223,0.79458773,0.114739,0.5571967,2.8127394,0.40508577,0.0572616,0.0,0.029340234,0.017046541,0.0,0.002387926,0.5879163,0.0,4.393693,0.04038926,0.3966667,0.043402836,0.3728172,0.32021046,10.948614,0.0,0.0,0.0,0.0,0.5947317,1.6070217,0.03088051,0.0816667,0.39003417,0.0,0.0,0.18691328,6.475875,0.0,0.26772007,0.12797159,0.0,0.0,0.9130668,1.1349843,0.51796687,0.0,0.0,0.18774441,0.0,1.376797,0.4885772,0.0,0.0,0.0,1.0716693,0.23961705,0.091406256,0.05347762,0.0,3.942636,0.020453554,0.10718256,0.020312505,0.24753582,0.37117216,2.707871,0.030752562,0.0,3.060204,1.6952269,0.0,0.01463227,0.09635418,0.0,0.41664127,0.5009035,
Propagation - Onset - One Direction - Right,0.12743664,3.2824667,1.2622323,33.10054,9.486771,0.0,1.5828297,1.0962301,0.017609864,0.029864281,1.7834324,0.4902596,0.0,2.3015573,0.16492516,0.03835404,0.04333639,0.53852916,0.025390625,0.11681718,0.75305563,0.2962237,0.11414991,8.089358,0.074035585,1.1909864,0.14280386,1.1626731,0.78088534,0.32180786,0.2929603,0.7068751,0.2605846,3.4924526,0.040625155,0.203125,0.24628899,0.0,0.0,0.56344163,1.4359375,0.24949971,0.16968338,1.9252639,0.24312635,0.3761769,0.034379005,0.13359368,0.063562766,0.0,0.0,16.58315,0.8313223,4.2666135,1.3750781,0.13133612,1.8665805,0.0,0.0,0.00468345,0.0,0.0,0.0064863563,1.0572647,0.0,0.3275889,0.1424514,0.020892948,1.9974781,1.4823514,0.47411576,0.28711483,0.26280358,0.34565687,0.16562486,0.0,0.0,0.80862045,0.27805245,0.06167753,3.2471473,0.11998442,0.0,0.043679655,1.0621201,8.908603,0.60755134,0.13279828,0.0,0.0,0.0025392175,0.30900744,6.232213,0.39167178,0.066260055,0.050086975,0.05078125,0.0,0.154167,0.0,4.621746,0.0,1.820873,0.12487844,0.0,1.9137421,0.0,0.0,0.5553149,1.2992852,0.0069878846,0.0056777894,0.061371848,0.0,0.0,0.10067935,0.0,0.19093761,0.38446945,0.0,0.0,0.011298239,0.003481254,0.059244856,0.0,0.0,0.0,0.0,0.015945464,0.1015625,0.13560629,0.026335761,1.0343956,5.1031733,0.0073830634,3.5673723,0.22053573,0.36997762,0.105451524,0.0,0.0,0.29791677,0.24374996,0.0,0.85833436,0.5943822,0.0,0.0,0.0,
Propagation - Onset - One Direction - Ratio - Anterior,0.23192295,0.31979215,0.59700465,0.29643112,0.50013524,0.030090515,0.2650397,0.2905322,0.008045755,0.88597757,0.3170266,0.24087885,0.26124,0.21586673,0.58312887,0.2885055,0.23259425,0.16097789,0.3239114,0.49963593,0.46107212,0.10876604,0.44347915,0.29590818,0.6786788,0.306149,0.98357177,0.030393226,0.14935268,0.13292845,0.5226416,0.2021192,0.59058774,0.4060884,0.378958,0.20650977,0.17479841,0.1286662,0.0,0.2418658,0.090154536,0.62506026,0.7078205,0.35259196,0.0837227,0.0761576,0.90919274,0.24226688,0.4916992,,,0.20446575,0.20725088,0.027734067,0.57481116,0.4761615,0.2043107,0.6375371,1.0,0.25975618,0.86212415,,0.7834792,0.56238204,,0.247764,0.8163724,0.5028016,0.49470276,0.25117126,0.49919003,0.17076719,0.575515,0.6866493,0.35871184,,0.99237853,0.23550227,0.4171334,0.22490771,0.019057218,0.35850805,0.4359323,0.8471216,0.27320468,0.5474369,0.07740759,0.96105796,0.21095018,0.0,0.46090913,0.78112966,0.3285308,0.49634555,0.118580006,0.30844614,0.39945668,0.06351222,0.21454811,0.0,0.18178688,0.2057084,0.56526184,0.7158376,0.0,0.118612595,,0.7726325,0.44267496,0.42487755,0.3241715,0.11954385,0.70734185,1.0,,0.19316173,0.16458572,0.38461578,0.73638,,0.28402445,0.5335104,0.82858,0.61836296,,,,0.05487347,0.03908218,0.24045566,0.6346894,0.0,0.6386468,0.56648034,0.5121967,0.081639536,0.28853586,0.40835494,0.36945215,0.86308914,,0.38614944,0.611431,,0.84844995,0.7622253,1.0,0.021785984,0.091093175,
Propagation - Onset - One Direction - Ratio - Posterior,0.5526317,0.30587628,0.12215683,0.18072906,0.049018074,0.29649672,0.37870732,0.28929985,0.16224691,0.0382634,0.4129344,0.43817383,0.1976715,0.08102542,0.24576208,0.5768759,0.37744015,0.4433893,0.28567752,0.22015652,0.20241633,0.6502119,0.2435384,0.09304648,0.27994186,0.05758866,0.0,0.28339902,0.49415863,0.42227918,0.30270872,0.14011565,0.15451209,0.07059667,0.42412007,0.25441724,0.23368582,0.42882103,0.4473051,0.37093505,0.45820814,0.13479635,0.13848889,0.25812137,0.12489014,0.5006717,0.07026286,0.29125625,0.38899124,,,0.06441125,0.33326215,0.38363492,0.04508864,0.40464723,0.16677806,0.28515962,0.0,0.6527854,0.13787587,,0.0115380585,0.10936458,,0.38419586,0.0,0.05807745,0.12909557,0.43139136,0.004602854,0.21002921,0.025702128,0.15780762,0.43390185,,0.0,0.2771356,0.44831228,0.0,0.26350182,0.46749538,0.26808283,0.0,0.2276845,0.06746828,0.74802953,0.0,0.32568747,1.0,0.06724901,0.0,0.44207618,0.3066018,0.63914114,0.273083,0.058561284,0.93648773,0.27682722,1.0,0.13602906,0.43812105,0.018154167,0.0,0.757619,0.089521244,,0.22736754,0.37093374,0.27177095,0.67009723,0.54344,0.15255693,0.0,,0.40967888,0.0,0.20394947,0.043954358,,0.24856777,0.43708923,0.004134512,0.05647772,,,,0.49082226,0.5744636,0.17577165,0.20388056,0.949193,0.09214616,0.013915634,0.36943588,0.29462472,0.40889665,0.26780924,0.15636799,0.0,,0.35582197,0.018923286,,7.1993674E-4,0.012655773,0.0,0.8518013,0.033172112,
Propagation - Onset - One Direction - Ratio - Left,0.12645485,0.23190449,0.17680612,0.011717222,0.015948726,0.67341274,0.09894607,0.07875528,0.79886186,0.0548292,0.006466432,0.2927834,0.5410885,0.22975099,0.14832139,0.13046823,0.28559706,0.22512886,0.38846964,0.23984897,0.15420595,0.19929765,0.2674957,0.02521752,0.009086962,0.0,0.0037221499,0.23020549,0.07999614,0.38492486,0.11154151,0.19748779,0.14368595,0.0,0.17796487,0.28097647,0.40432957,0.44251275,0.55269486,0.18525384,0.040817972,0.05746856,0.08494957,0.024114434,0.0,0.36855197,0.0,0.35313165,0.028594913,,,0.0019139985,0.03994866,0.0,0.03493513,0.10652324,0.06436097,0.07730322,0.0,0.0,0.0,,0.20096007,0.0,,0.16176203,0.0,0.43385836,0.079742834,0.012534164,0.062386997,0.59437275,0.21083121,0.0,0.11272544,,0.0076214364,0.24154817,0.039304923,0.69784594,0.3330053,0.13423641,0.2959849,0.0,0.013416913,7.3546864E-4,0.0,6.8787124E-4,0.4633623,0.0,0.47156927,0.025300782,0.013726687,0.019657874,0.20571713,0.36186785,0.5394799,0.0,0.0,0.0,0.0,0.35617054,0.19529758,0.056337573,0.24238093,0.13406461,,0.0,0.046938427,0.2526593,0.0,0.33001715,0.09469026,0.0,,0.3577158,0.83541435,0.30061814,0.0,,0.46740782,0.0,0.16686355,0.28999463,,,,0.45430425,0.36234194,0.27652392,0.045656417,0.0,0.21325678,0.0016750622,0.110739335,0.0035314239,0.16001034,0.16217884,0.4564062,0.13691087,,0.2351376,0.32317725,,0.0025281461,0.03140293,0.0,0.12641276,0.87573475,
Propagation - Onset - One Direction - Ratio - Right,0.08899051,0.14242706,0.10403236,0.51112264,0.43489796,0.0,0.25730687,0.34141272,0.030845456,0.020929866,0.26357263,0.028163904,0.0,0.47335684,0.022787657,0.004150339,0.10436852,0.17050399,0.0019414499,0.040358543,0.18230563,0.041724462,0.045486834,0.58582777,0.032292336,0.6362623,0.012706037,0.45600227,0.27649245,0.0598675,0.063108206,0.4602774,0.11121421,0.5233149,0.018957065,0.25809652,0.18718617,0.0,0.0,0.2019452,0.41081932,0.18267484,0.06874098,0.36517227,0.7913871,0.054618683,0.020544363,0.11334519,0.09071463,,,0.729209,0.4195383,0.58863103,0.34516498,0.012667964,0.5645502,0.0,0.0,0.0874584,0.0,,0.0040226816,0.32825345,,0.20627801,0.1836276,0.005262628,0.29645884,0.3049032,0.43382007,0.024830783,0.18795165,0.15554301,0.09466088,,0.0,0.245814,0.095249474,0.07724636,0.38443565,0.039760165,0.0,0.15287843,0.4856939,0.38435936,0.17456286,0.038254168,0.0,0.0,2.7253086E-4,0.19356953,0.21566628,0.17739473,0.036561698,0.056602977,0.0025021855,0.0,0.5086247,0.0,0.68218404,0.0,0.22128643,0.22782487,0.0,0.65780157,,0.0,0.13945295,0.05069222,0.0057312795,0.006998982,0.045410987,0.0,,0.039443545,0.0,0.11081657,0.21966565,,0.0,0.029400332,4.2191727E-4,0.03516474,,,,0.0,0.024112267,0.30724877,0.11577361,0.050806943,0.055950347,0.417929,0.007628065,0.6202043,0.14255713,0.1616569,0.017773643,0.0,,0.022891099,0.046468377,,0.14830199,0.19371599,0.0,0.0,0.0,
Propagation - Offset - Overall,2.0845165,9.105259,3.7425563,12.450065,6.5451317,5.3047814,5.865181,1.8888459,0.29235733,2.8928294,6.7187033,7.150568,3.700251,2.8505363,3.6447082,3.8972743,0.5607524,2.0189538,6.126717,2.8429778,3.429027,5.921584,2.0091467,4.420266,3.732871,0.88110304,1.9441714,0.94045085,2.1707225,3.482366,4.273358,0.7047633,2.475602,3.2146645,2.3522635,0.6065049,0.63629484,0.77877796,0.08126736,2.244485,2.1773562,1.349847,1.4574329,3.4516125,0.06408909,4.649218,2.2594953,1.2087824,0.77886146,0.0,0.0,4.6085777,2.5050478,2.42732,0.7085531,2.5694818,2.5078168,1.7134517,0.44021747,0.09498277,1.6146135,0.0,1.5007702,2.3609834,0.0,1.0966939,0.6376198,3.5693614,4.8601804,4.7198296,1.2986147,4.963513,0.92136323,2.7388396,1.5119923,0.0,0.6149476,2.3966587,1.3890301,0.5647075,1.806442,1.609599,0.7832283,0.27037835,2.2488756,2.5968132,0.9351717,2.8938775,0.99441457,0.64165735,3.1016634,1.6875014,9.173958,2.5598621,1.9007863,1.0312104,4.1342273,2.0705492,0.27634758,0.01680924,5.37028,1.2940135,5.2024875,0.66961634,0.25526863,1.7574291,0.0,0.8153532,4.4531407,14.158073,1.3911813,0.6624692,1.5155325,0.13926217,0.0,2.0110326,0.22360426,1.5189488,1.5866425,0.0,0.858429,0.48588365,4.237529,1.6746237,0.0,0.0,0.0,1.5907576,0.8450158,0.38584977,1.1853743,0.6496815,4.683133,1.6362232,1.0363998,1.8182973,1.3765997,1.7223835,1.7607242,0.2179136,0.0,5.342198,0.18577036,0.0,2.0134456,0.0,0.8961526,5.7195168,0.65086544,
Propagation - Offset - One Direction - Anterior,0.79138243,4.780771,1.4821378,2.3733284,1.0536121,3.248132,2.3296278,0.92890275,0.09262778,0.05459705,2.7940707,2.1027281,0.58176845,0.23941249,1.7786976,0.0850448,0.15672249,1.4004251,3.3271933,0.63723963,0.8361275,1.7927452,0.6111634,1.1947031,0.6418136,0.10779722,0.0,0.722585,1.3956302,2.269892,1.4052314,0.21518385,0.3620353,0.3767224,0.908893,0.20022935,0.30747062,0.42301875,0.04632677,1.0349355,1.6015757,0.18410663,0.33974877,1.0169847,0.03836818,3.4482913,0.11757809,0.34328756,0.27256197,0.0,0.0,1.4594771,0.6603647,1.9960849,0.17962542,1.935075,0.5514207,0.5078125,0.0,0.03495705,0.039000273,0.0,0.018604495,0.35225007,0.0,0.6101392,0.0,0.23057094,0.8489107,2.0973003,0.0050303936,2.3316708,0.035938025,0.3506894,0.51386803,0.0,0.0,0.91165483,0.7677274,0.0,1.561168,0.04564315,0.051863633,0.0,0.49790263,1.3663318,0.3403216,0.0,0.41323382,0.5023344,0.6265707,0.0,4.190013,0.6769495,1.1583031,0.24164632,1.1252464,0.88019645,0.08390789,0.0122132525,0.92158675,0.7315722,0.14938301,0.0,0.25526863,0.26044413,0.0,0.11899531,1.4770935,1.5124937,0.8170186,0.44085526,0.20617698,0.0,0.0,1.0457022,0.0,0.35140616,0.076931044,0.0,0.0998426,0.16796881,0.034114003,0.09515254,0.0,0.0,0.0,1.1578126,0.3798933,0.05810213,0.23880646,0.49201387,1.7035743,0.16991855,0.35757017,1.1902326,0.6325627,0.6129242,0.63769114,0.0,0.0,0.6230854,0.09926213,0.0,0.0041668117,0.0,0.0,0.72410566,0.018973812,
Propagation - Offset - One Direction - Posterior,0.3321195,2.1567366,1.7832842,8.21182,3.7337205,0.4716879,1.6303985,0.9328597,0.0045933723,1.2641784,2.145122,2.6247,0.76885736,0.82947236,1.2704713,2.666132,0.09657889,0.5084414,1.5169338,1.4461884,1.9045652,0.7721868,1.1129178,1.2407138,1.5559847,0.57306445,1.8077737,0.07749388,0.42181015,0.7145349,2.4262016,0.08646938,1.3837986,2.4506018,0.81211025,0.16252561,0.22998989,0.22701937,0.0,0.674823,0.3151173,0.8537156,0.87455314,1.8589379,0.02572091,0.52452254,1.5214461,0.2855465,0.34452832,0.0,0.0,2.1538732,0.41067117,0.20102668,0.2999105,0.5244774,0.4800068,1.1353267,0.12516639,0.0139101,0.24386483,0.0,1.2633178,1.8113645,0.0,0.39347255,0.6333111,1.3351095,2.380585,1.2211223,0.5455577,1.7169753,0.8047144,1.5259126,0.6276257,0.0,0.43889505,0.7746994,0.20405135,0.17957807,0.16096736,1.0818713,0.084336,0.2420353,0.5974466,0.9085815,0.2694106,2.3022203,0.2676546,0.0,1.8990316,1.2469673,3.6305692,1.0958868,0.21490026,0.27293855,0.9037472,0.059694566,0.06503074,0.0,1.2315925,0.34349078,4.651302,0.39237458,0.0,0.3450796,0.0,0.40436572,1.7627739,10.294036,0.39524737,0.09697765,0.9559553,0.121901035,0.0,0.49304384,0.22360426,0.6626953,1.2888479,0.0,0.114084534,0.20502244,4.165642,1.0418056,0.0,0.0,0.0,0.12944236,0.02584508,0.079483725,0.7434153,0.0,1.0153395,1.4231634,0.49574578,0.46958494,0.4463647,0.5833951,1.0540941,0.19386484,0.0,3.466964,0.008044019,0.0,1.4100134,0.0,0.44583315,0.06524654,0.05210355,
Propagation - Offset - One Direction - Left,0.38380122,1.5715818,0.08310271,0.6993785,0.3154981,1.5124171,1.0085555,0.004513949,0.010174692,0.6771927,0.24043879,1.8846095,1.6556151,0.6830834,0.4957429,1.1460974,0.30745104,0.08457911,1.2309895,0.66812307,0.34152883,1.5623813,0.075156905,0.49479166,0.49300134,0.13311172,0.092519686,0.037832946,0.034044653,0.41363123,0.14896463,0.21228346,0.67230856,0.0126953125,0.38751,0.0,0.042937048,0.12873986,0.0,0.3825236,0.20651041,0.16710088,0.24313095,0.3375157,0.0,0.5178609,0.620471,0.29594535,0.05389028,0.0,0.0,0.04352679,0.3246017,0.23020835,0.22901715,0.045763448,0.9801587,0.07031253,0.31505108,0.005485043,0.97730833,0.0,0.141832,0.0,0.0,0.011177652,0.004308708,1.0813524,1.1412994,0.0,0.10464015,0.81979626,0.08071081,0.45854503,0.07044779,0.0,0.07987784,0.59146273,0.062104575,0.31006134,0.021024287,0.085233286,0.6470287,0.028343037,0.0,0.084445015,0.29470488,0.16422255,0.31352615,0.03160515,0.28114492,0.14729713,0.95739114,0.5562935,0.46849203,0.26948994,1.8162644,0.35416666,0.0,0.0045959875,0.0,0.21895055,0.14365737,0.05755353,0.0,0.3242603,0.0,0.2919922,0.37132674,1.4971697,0.13773152,0.10574849,0.0025752485,0.017361134,0.0,0.21905643,0.0,0.26661336,0.19955677,0.0,0.64450186,0.06660206,0.009171441,0.53766567,0.0,0.0,0.0,0.27282476,0.09278081,0.0,0.12509835,0.15766762,1.5047041,6.638132E-4,0.17570084,0.0,0.06698029,0.18490823,0.0,0.0,0.0,0.9619698,0.0784642,0.0,0.3243088,0.0,0.21589285,4.9301643,0.5797881,
Propagation - Offset - One Direction - Right,0.57721347,0.5961698,0.39403182,1.1655381,1.4423007,0.07254475,0.89659905,0.022569455,0.1849615,0.8968614,1.5390714,0.5385303,0.69401026,1.098568,0.099796206,0.0,0.0,0.02550821,0.051600277,0.09142655,0.34680563,1.7942705,0.20990871,1.4900577,1.0420712,0.06712964,0.04387802,0.10253902,0.31923744,0.08430791,0.2929603,0.19082661,0.057459578,0.374645,0.24375015,0.24374996,0.055897266,0.0,0.034940585,0.15220273,0.054153055,0.14492378,0.0,0.23817407,0.0,0.15854302,0.0,0.284003,0.107880905,0.0,0.0,0.9517002,1.1094102,0.0,0.0,0.0641658,0.49623066,0.0,0.0,0.04063058,0.35444012,0.0,0.07701589,0.19736886,0.0,0.08190439,0.0,0.9223287,0.48938572,1.4014068,0.6433866,0.09507072,0.0,0.40369257,0.30005074,0.0,0.0961747,0.11884189,0.3551468,0.07506809,0.06328246,0.39685133,0.0,0.0,1.1535263,0.2374548,0.030734643,0.42743468,0.0,0.1077178,0.29491612,0.2932369,0.39598504,0.2307325,0.059090853,0.24713552,0.28896946,0.77649146,0.12740894,0.0,3.2171006,0.0,0.25814512,0.21968822,0.0,0.82764506,0.0,0.0,0.8419469,0.85437346,0.04118383,0.018887803,0.350825,0.0,0.0,0.25323018,0.0,0.23823392,0.021306723,0.0,0.0,0.046290353,0.02860184,0.0,0.0,0.0,0.0,0.030677885,0.34649664,0.24826391,0.078054205,0.0,0.45951506,0.04247746,0.0073830634,0.15847968,0.23069201,0.34115592,0.06893894,0.02404876,0.0,0.29017863,0.0,0.0,0.2749564,0.0,0.23442665,0.0,0.0,
Propagation - Offset - One Direction - Ratio - Anterior,0.37964794,0.525056,0.39602286,0.1906278,0.16097645,0.6123027,0.39719623,0.49178323,0.3168307,0.018873235,0.4158646,0.2940645,0.15722404,0.08398858,0.48802197,0.02182161,0.2794861,0.693639,0.543063,0.22414513,0.24383812,0.30274758,0.30419052,0.27027854,0.17193565,0.12234349,0.0,0.768339,0.6429335,0.65182465,0.3288354,0.30532783,0.14624132,0.117188714,0.3863908,0.3301364,0.48322037,0.54318273,0.5700539,0.46110156,0.7355598,0.13639075,0.23311453,0.29464045,0.59866947,0.7416927,0.052037325,0.2839945,0.34994924,,,0.31668708,0.2636136,0.8223411,0.25351018,0.7530993,0.21988077,0.29636812,0.0,0.3680357,0.024154555,,0.012396631,0.14919634,,0.55634415,0.0,0.06459725,0.1746665,0.44435933,0.0038736612,0.4697622,0.039005272,0.12804306,0.33986154,,0.0,0.38038576,0.5527075,0.0,0.8642226,0.028356846,0.06621777,0.0,0.2214007,0.52615714,0.36391348,0.0,0.41555488,0.7828702,0.20201118,0.0,0.45672902,0.26444763,0.6093811,0.2343327,0.27217817,0.4251029,0.30363172,0.7265797,0.1716087,0.5653513,0.028713766,0.0,1.0,0.1481961,,0.14594327,0.33169702,0.10682906,0.587284,0.66547287,0.1360426,0.0,,0.51998276,0.0,0.23134826,0.04848669,,0.11630851,0.34569758,0.008050447,0.05682025,,,,0.7278372,0.44956946,0.15058225,0.20146081,0.7573155,0.36376807,0.103848025,0.3450118,0.6545864,0.459511,0.35585815,0.3621755,0.0,,0.11663465,0.5343271,,0.002069493,,0.0,0.12660259,0.029151667,
