486,643,157,598,112,0.88223
1114,1170,56,1143,29,0
1630,1692,62,1664,34,0
2021,2084,63,2061,40,0
4203,4243,40,4221,18,0
5505,5579,74,5546,41,0
8814,8855,41,8833,19,0
9750,9824,74,9780,30,0
10065,10138,73,10107,42,0
10987,11027,40,11006,19,0
12429,12510,81,12474,45,0
12825,12892,67,12853,28,0
13559,13700,141,13669,110,0
13559,13700,141,13669,110,0
14872,14947,75,14904,32,0
16418,16492,74,16458,40,0
16777,16835,58,16805,28,0
17386,17524,138,17500,114,0
17386,17524,138,17500,114,0
19585,19668,83,19633,48,0
20750,20794,44,20772,22,0
21949,22013,64,21984,35,0
22435,22541,106,22473,38,0
24516,24588,72,24553,37,0
25573,25645,72,25611,38,0
26325,26395,70,26356,31,0
27261,27329,68,27294,33,0
28264,28323,59,28293,29,0
29884,29957,73,29918,34,0
31077,31134,57,31103,26,0
33160,33216,56,33191,31,0
34437,34503,66,34469,32,0
37133,37178,45,37155,22,0
37837,37899,62,37869,32,0
39006,39065,59,39036,30,0
39268,39347,79,39300,32,0
41299,41362,63,41331,32,0
42052,42097,45,42074,22,0
43529,43645,116,43611,82,0
44345,44410,65,44386,41,0
47211,47273,62,47249,38,0
47576,47629,53,47604,28,0
48245,48291,46,48269,24,0
50705,50784,79,50747,42,0
51327,51455,128,51367,40,0
52360,52461,101,52406,46,0
52999,53163,164,53125,126,0
52999,53163,164,53125,126,0
54390,54443,53,54417,27,0
55503,55564,61,55531,28,0
56650,56764,114,56728,78,0
57504,57550,46,57525,21,0
58728,58802,74,58764,36,0
59362,59414,52,59390,28,0
59867,59927,60,59896,29,0
60317,60355,38,60336,19,0
62429,62475,46,62452,23,0
64095,64167,72,64132,37,0
64827,64905,78,64867,40,0
66432,66496,64,66462,30,0
66564,66628,64,66597,33,0
68268,68339,71,68303,35,0
68713,68794,81,68753,40,0
68959,69081,122,68989,30,0
69634,69697,63,69665,31,0
71480,71535,55,71510,30,0
73948,73999,51,73972,24,0
74230,74295,65,74263,33,0
75055,75121,66,75089,34,0
76344,76420,76,76378,34,0
77815,77880,65,77845,30,0
79856,79914,58,79886,30,0
82227,82283,56,82256,29,0
82833,82904,71,82870,37,0
83837,83911,74,83876,39,0
83837,83911,74,83876,39,0
84452,84515,63,84486,34,0
85645,85708,63,85680,35,0
87057,87118,61,87089,32,0
87302,87362,60,87330,28,0
87379,87456,77,87420,41,0
87829,87885,56,87860,31,0
90370,90468,98,90424,54,0
91410,91459,49,91434,24,0
92352,92467,115,92395,43,0
93281,93380,99,93320,39,0
