Index,1,5,7,11,15,16,17,22,25,28,33,35,38,41,42,43,48,50,59,60,62,66,67,68,73,74,76,77,79,81,83,84,87,89,90,91,92,95,100,104,105,107,109,111,112,116,119,125,126,133,135,137,142,144,147,150,151,154,157,158,160,161,166,171,176,177,181,182,187,191,194,196,200,201,204,206,210,211,214,222,225,226,232,233,234,237,242,243,246,253,256,265,266,268,273,284,304,307,310,312,313,314,318,320,323,332,333,341,356,367,371,378,379,383,385,390,394,397,399,404,415,418,421,423,424,426,435,439,440,443,450,452,456,459,461,464,468,469,471,473,474,491,492,498,507,518,528,529,534,564,566,572,573,576,579,586,587,589,602,608,619,627,628,631,647,649,656,662,679,683,687,690,692,700,704,710,715,716,728,734,741,753,758,779,784,787,807,808,811,813,815,826,830,834,837,
Curve - Decay Tau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Propagation - Onset - Overall,2.3379126,0.0050161555,9.900265,22.067509,1.2173091,0.21795496,93.834404,0.4014765,19.099127,1.4678421,1.4977455,0.74784434,0.0,1.0196555,0.14401962,1.5785856,4.7540674,0.71697056,1.3508763,8.394215,0.20510264,1.7095027,11.707228,2.972502,26.291122,0.86484385,3.515268,1.0828242,4.686738,0.565919,0.15248623,0.63456756,0.5365797,13.87511,2.055933,0.49021357,0.17662264,1.5592055,1.2166641,11.798194,16.92614,2.6056385,0.1427441,15.916111,0.1855999,7.2891583,28.554703,2.281431,11.611792,15.302708,1.9148791,18.476622,3.2981644,6.0229425,2.162367,28.183554,0.9343348,11.380473,1.8480684,6.2807484,0.24003083,17.062416,9.762683,2.3581884,40.866844,4.80201,4.495943,2.319263,3.292705,16.133854,2.0345166,0.0,11.14541,6.416129,2.2166486,12.109111,0.017857142,0.29675737,0.11523259,0.6160445,0.15223798,3.8827906,2.291277,4.5967903,7.573841,1.9025335,0.15577763,0.7333615,2.3525262,0.29582086,7.755374,82.47436,2.921668,0.068579406,6.5151234,1.0277696,2.157762,11.871755,1.6644638,25.177652,0.0,10.437225,15.094603,0.37514508,25.17313,18.057735,6.381708,0.0,0.45879307,0.0,22.608683,0.70565,0.94297206,1.6234136,0.21553391,4.252483,2.6720657,3.116306,5.4538794,1.5449095,12.640617,6.887746,6.558254,1.5247269,2.1212091,0.34019798,0.16132313,0.5502799,0.10401067,0.0,4.531881,4.342095,3.199913,2.4751072,17.154037,0.0,0.0,4.1161466,2.2423246,1.1312555,0.0,1.4895259,0.0,6.435395,4.827657,1.3187197,0.13908473,2.7408159,1.6138445,3.7312186,0.28200638,0.0,18.47512,0.6238765,0.5395927,0.41553205,13.457627,5.2914996,3.884214,0.46566388,1.2013437,11.388749,2.9717155,1.7298101,1.227955,19.374947,3.8011904,0.6246782,27.734673,0.92963684,0.0,3.507988,1.0532203,5.0129805,0.0,0.9172667,1.8112968,0.1797832,12.43266,0.10969195,3.0261068,2.0692415,4.6249475,0.0,0.0,0.0,5.9047794,0.77809733,5.7531567,8.099076,0.5313178,2.5528705,3.2980254,0.960665,2.427939,
Propagation - Onset - One Direction - Anterior,0.54065245,0.0050161555,3.9809833,11.451318,0.39840007,0.0,35.183796,0.15565822,5.348282,0.64738953,0.74306077,0.2260754,0.0,0.39336902,0.14401962,0.53956085,0.10292451,0.06323558,1.011041,4.828402,0.20510264,0.07294381,0.12115155,0.15830311,11.605956,0.49064994,0.0,0.17883526,1.9085466,0.20614637,0.03962849,0.33080348,0.07263464,1.2736179,1.3264681,0.21837395,0.07852251,0.8271413,0.0486961,7.941072,2.8785987,2.3837888,0.06543037,14.931938,0.08333391,0.0,2.1524444,0.3496846,3.5345066,3.390708,0.7393437,1.3461026,0.6200148,0.20864889,0.066356525,5.3569884,0.38295674,5.1029196,0.43582192,3.5473776,0.027431801,2.9251668,0.15908194,1.3077675,10.860193,0.6148669,0.37585446,0.3328904,0.89966124,3.7943425,0.24400741,0.0,4.308603,5.5722404,0.57811,4.6612797,0.017857142,0.062062055,0.0,0.0,0.10289371,3.6017234,1.2529442,0.11877002,2.9464893,0.960219,0.0,0.5854492,1.2009311,0.29582086,2.7649505,15.3558855,1.0189866,0.0,0.90442926,0.9749431,0.49673647,2.749444,0.35626492,8.71663,0.0,1.4716104,0.49426833,0.30531988,10.765982,5.2476177,0.9627278,0.0,0.0,0.0,0.5269012,0.5477362,0.43902487,0.15594472,0.10150361,3.8519886,0.29778367,0.8979499,3.30228,0.25173035,2.8456252,2.5644467,3.0134559,0.65307635,0.4547305,0.0,0.0,0.0,0.0,0.0,0.002539605,4.0677743,1.1592524,0.28332072,7.5950546,0.0,0.0,0.48986733,0.9874131,0.09036364,0.0,0.7138661,0.0,3.5180335,0.0,0.4945338,0.035571806,0.6633673,0.3648124,0.7841091,0.28200638,0.0,3.097829,0.0,0.25982213,0.0,6.9407167,1.3700789,2.8128521,0.27243695,0.48196772,7.0604286,0.84136325,0.7382484,0.16911618,2.3839514,0.36661124,0.49282834,4.3518996,0.07278651,0.0,0.15235673,0.6566124,0.4668812,0.0,0.38084948,0.53632176,0.110666916,1.6046859,0.0,0.7146265,1.1254313,1.7676578,0.0,0.0,0.0,3.6525226,0.033238653,0.633592,3.1199033,0.45107374,0.6107711,0.8182578,0.57250834,0.011338338,
Propagation - Onset - One Direction - Posterior,0.43284303,0.0,0.5375241,1.8807714,0.22998089,0.21795496,18.83514,0.0,7.9218364,0.078317076,0.0,0.3929504,0.0,0.4512817,0.0,0.6326599,3.9663646,0.28091168,0.23662686,1.7854862,0.0,0.7666452,7.1019783,1.0998251,2.0289855,0.055836245,1.0559512,0.053998083,0.87058973,0.1792622,0.0,0.128338,0.26614535,1.0218639,0.32684192,0.0,0.09810013,0.42641845,0.30748475,2.1771953,1.4060737,0.0,0.047159165,0.43261424,0.0,6.250507,12.457195,0.6491722,5.389163,4.0899873,0.17745543,6.0275016,2.0206935,1.6140963,0.6176505,9.4109535,0.19728449,4.067207,0.30638877,0.29932043,0.010001704,6.9225755,3.4409428,0.61227936,11.393115,0.55868334,2.8048723,1.5049325,1.1456681,2.5836813,0.56374115,0.0,0.70339227,0.24053991,0.8290403,4.00617,0.0,0.0025328249,0.025289893,0.56552166,0.0,0.12852144,0.07940401,2.3097098,0.0,0.5213586,0.055098288,0.0,0.6443175,0.0,4.5813475,49.474346,0.6437695,0.06479576,1.2670437,0.0,0.9848007,4.153872,0.6654191,8.205626,0.0,3.7755606,11.728772,0.06982519,5.711732,3.4853785,0.79131174,0.0,0.37619644,0.0,4.725017,0.0,0.35742623,0.87694484,0.057037763,0.036393207,1.6291995,1.9552417,1.2680814,0.30165508,1.2870438,0.36561748,2.0488234,0.38813066,0.56614053,0.30142108,0.08040794,0.43037587,0.07848135,0.0,1.9789748,0.009489328,0.7994207,0.36081296,4.138251,0.0,0.0,2.0092797,0.9874131,0.10327126,0.0,0.23426548,0.0,0.6089721,3.5287569,0.43403038,0.034120977,1.2232039,0.31102043,1.2907364,0.0,0.0,9.537528,0.5981502,0.17303243,0.39201155,1.1141776,3.148255,0.8237922,0.0,0.31063688,0.51937205,1.3056489,0.37974298,0.818604,2.8522317,0.365219,0.0,2.9233587,0.84216285,0.0,1.5534813,0.26933682,1.3440784,0.0,0.4228754,0.5874596,0.0,6.5107317,0.108626515,0.46178705,0.53811836,0.27889395,0.0,0.0,0.0,1.5337687,0.3527373,2.0107312,0.0,0.0,0.71887285,1.5109491,0.14639282,1.891654,
Propagation - Onset - One Direction - Left,1.364417,0.0,5.3817577,0.59845585,0.2950608,0.0,3.0507672,0.121428564,5.8290076,0.44318587,0.093295805,0.08124992,0.0,0.04775663,0.0,0.1160089,0.0,0.31053188,0.061176583,1.5760058,0.0,0.8699137,3.984639,1.6883068,1.3767737,0.25198933,2.418692,0.4193732,1.562649,0.1805104,0.06479625,0.0,0.058989733,10.929016,0.0776228,0.0,0.0,0.043526813,0.4998422,0.5229676,1.2749628,0.03208813,0.030154563,0.45903176,0.030710526,0.9963334,4.854563,0.9923941,0.9383141,0.5067692,0.260301,0.37870234,0.18749999,3.265603,0.18498881,13.409362,0.34223035,2.0341218,0.8022585,1.1362305,0.1967202,2.961116,5.343435,0.090220675,0.37466156,3.62846,1.3152163,0.12187498,0.8170825,8.81383,1.226768,0.0,6.114933,0.6033489,0.4250578,1.3553783,0.0,0.21627206,0.0,0.0,0.0,0.05039072,0.34577543,0.36782682,2.2968438,0.07583336,0.10067935,0.11098054,0.37059364,0.0,0.0,6.5117035,1.0222517,0.0,2.9536462,0.052826494,0.3452713,3.65619,0.19734833,6.8271513,0.0,4.469187,1.4772081,0.0,4.06432,3.9384565,0.2950368,0.0,0.04279399,0.0,0.0,0.102850415,0.061344244,0.05526251,0.0,0.27221137,0.5432608,0.041801684,0.6834887,0.31484374,0.46833628,0.003554672,0.78135026,0.48351985,0.57736146,0.0,0.08091518,0.0,0.0,0.0,0.007241264,0.08675327,0.4073104,0.0,0.66849965,0.0,0.0,0.036923308,0.18098216,0.9026093,0.0,0.0,0.0,1.5958397,0.5167091,0.28214467,0.06939194,0.032767877,0.5166647,0.8983458,0.0,0.0,5.1132426,0.0,0.106738135,0.007617168,5.0519156,0.23167202,0.020312505,0.19322693,0.23697923,3.8089485,0.44353104,0.3886202,0.12519129,14.138764,0.0,0.0,14.20623,0.0,0.0,0.1338736,0.102031484,3.2020211,0.0,0.03666465,0.62713957,0.04408481,3.5272083,0.0,0.0,0.0,0.4101254,0.0,0.0,0.0,0.06825474,0.39212137,0.06426624,4.1654415,0.0,0.9750707,0.51051146,0.16525505,0.52272564,
Propagation - Onset - One Direction - Right,0.0,0.0,0.0,8.136964,0.29386735,0.0,36.7647,0.12438969,0.0,0.29894966,0.6613889,0.04756868,0.0,0.12724805,0.0,0.29035607,0.6847782,0.062291414,0.042031914,0.204321,0.0,0.0,0.49945912,0.026067078,11.2794075,0.06636834,0.040624768,0.43061763,0.34495273,0.0,0.04806149,0.17542607,0.13881004,0.6506115,0.32500008,0.27183962,0.0,0.262119,0.36064094,1.1569592,11.366505,0.18976156,0.0,0.09252608,0.07155545,0.042317644,9.090501,0.29018018,1.7498071,7.315243,0.73777884,10.724315,0.46995592,0.934594,1.2933713,0.006250024,0.011863306,0.17622533,0.3035992,1.2978199,0.0058771223,4.253559,0.81922305,0.34792084,18.238874,0.0,0.0,0.35956505,0.43029296,0.9420001,0.0,0.0,0.018481195,0.0,0.3844406,2.0862825,0.0,0.01589045,0.08994269,0.050522834,0.04934427,0.10215488,0.6131532,1.8004835,2.3305085,0.34512264,0.0,0.036931783,0.13668402,0.0,0.40907592,11.132421,0.23666018,0.0037836432,1.3900042,0.0,0.33095372,1.3122493,0.4454314,1.4282428,0.0,0.72086734,1.3943543,0.0,4.631095,5.3862834,4.332632,0.0,0.03980264,0.0,17.356764,0.055063322,0.08517672,0.53526133,0.05699253,0.09188992,0.20182168,0.22131272,0.20002924,0.6766803,8.039613,3.9541273,0.7146243,0.0,0.5229765,0.03877692,0.0,0.11990403,0.025529325,0.0,2.5431252,0.17807764,0.83392954,1.8309734,4.7522326,0.0,0.0,1.5800761,0.086516164,0.03501129,0.0,0.54139435,0.0,0.71254957,0.78219134,0.10801089,0.0,0.82147676,0.421347,0.7580273,0.0,0.0,0.7265203,0.025726333,0.0,0.015903331,0.35081726,0.5414938,0.22725706,0.0,0.17175981,0.0,0.38117224,0.22319853,0.11504352,0.0,3.0693603,0.13184986,6.2531853,0.014687479,0.0,1.6682763,0.025239527,0.0,0.0,0.07687719,0.060375765,0.025031477,0.7900345,0.001065433,1.8496934,0.40569192,2.1682703,0.0,0.0,0.0,0.65023303,0.0,3.0445669,0.81373125,0.08024406,0.24815582,0.45830706,0.076508746,0.0022207499,
Propagation - Onset - One Direction - Ratio - Anterior,0.23125435,1.0,0.40210876,0.5189221,0.3272793,0.0,0.37495625,0.3877144,0.28002757,0.44104847,0.4961195,0.30230275,,0.3857862,1.0,0.34180018,0.02164978,0.0881983,0.7484335,0.5752059,1.0,0.042669605,0.010348441,0.05325585,0.4414401,0.5673278,0.0,0.16515632,0.4072228,0.36426836,0.25988242,0.5213054,0.13536598,0.091791555,0.64519036,0.44546697,0.4445778,0.5304889,0.040024277,0.6730752,0.17006823,0.91485786,0.45837533,0.938165,0.44899762,0.0,0.07537968,0.15327424,0.30438942,0.22157569,0.38610464,0.07285437,0.18798783,0.03464235,0.030686984,0.19007498,0.409871,0.44839257,0.23582564,0.56480175,0.11428449,0.17143919,0.016294898,0.5545645,0.26574582,0.12804365,0.083598584,0.14353284,0.27322862,0.23517893,0.11993385,,0.38658094,0.8684738,0.2608036,0.38493988,1.0,0.209134,0.0,0.0,0.6758741,0.92761207,0.5468323,0.025837598,0.38903502,0.5047054,0.0,0.7983092,0.51048577,1.0,0.3565206,0.18618982,0.34876877,0.0,0.13881998,0.9486009,0.2302091,0.23159543,0.21404186,0.34620503,,0.14099632,0.032744706,0.81387144,0.4276775,0.2906022,0.15085739,,0.0,,0.023305258,0.7762152,0.4655757,0.09605976,0.47094032,0.9058211,0.111443244,0.2881456,0.60549194,0.16294181,0.22511758,0.37232018,0.4594906,0.4283235,0.21437326,0.0,0.0,0.0,0.0,,5.603865E-4,0.936823,0.36227623,0.11446806,0.4427561,,,0.11901115,0.44035244,0.07987907,,0.47925726,,0.5466694,0.0,0.37501055,0.25575638,0.24203278,0.22605176,0.21014826,1.0,,0.16767572,0.0,0.4815153,0.0,0.51574594,0.25892073,0.7241754,0.58505064,0.40119055,0.6199477,0.28312376,0.42678002,0.1377218,0.12304299,0.09644643,0.78893155,0.15691188,0.07829564,,0.04343137,0.6234331,0.09313445,,0.41520035,0.2960982,0.6155576,0.1290702,0.0,0.23615375,0.5438859,0.3822006,,,,0.6185705,0.04271786,0.11012945,0.3852172,0.84897166,0.23924877,0.24810538,0.59595,0.004669944,
Propagation - Onset - One Direction - Ratio - Posterior,0.18514082,0.0,0.054293912,0.08522808,0.18892562,1.0,0.20072745,0.0,0.4147748,0.053355247,0.0,0.5254441,,0.44258252,0.0,0.40077642,0.8343097,0.39180365,0.17516546,0.21270438,0.0,0.44846094,0.60663193,0.3699998,0.077173784,0.06456223,0.30038995,0.04986782,0.18575601,0.316763,0.0,0.2022448,0.49600336,0.07364727,0.15897499,0.0,0.5554222,0.27348444,0.25272772,0.18453632,0.083071135,0.0,0.33037558,0.0271809,0.0,0.85750735,0.4362572,0.28454605,0.46411124,0.26727214,0.09267187,0.32622313,0.61267215,0.2679913,0.28563628,0.3339165,0.21114968,0.35738468,0.16578865,0.047656808,0.041668415,0.4057207,0.35245872,0.2596397,0.27878627,0.11634364,0.6238674,0.64888394,0.3479413,0.16014037,0.2770885,,0.06311049,0.03748988,0.37400618,0.3308393,0.0,0.008535002,0.21946824,0.9179883,0.0,0.033100277,0.034654915,0.50246143,0.0,0.27403387,0.3536983,0.0,0.27388325,0.0,0.590732,0.5998755,0.22034314,0.9448283,0.19447732,0.0,0.4563991,0.34989536,0.39977986,0.32590908,,0.36173987,0.7770176,0.1861285,0.22689795,0.19301304,0.123996854,,0.8199698,,0.20899126,0.0,0.3790422,0.54018575,0.26463476,0.008558108,0.60971534,0.62742287,0.23250999,0.19525746,0.101818115,0.053082313,0.3124038,0.2545575,0.2668952,0.88601667,0.49842784,0.78210354,0.75455093,,0.43667847,0.0021854262,0.24982576,0.1457767,0.24124064,,,0.48814583,0.44035244,0.091289066,,0.1572752,,0.09462855,0.730946,0.3291301,0.24532512,0.4462919,0.1927202,0.34592894,0.0,,0.5162363,0.9587638,0.3206723,0.9433967,0.08279153,0.5949646,0.21208724,0.0,0.25857455,0.045603957,0.43935865,0.2195287,0.66664004,0.14721237,0.09608016,0.0,0.10540448,0.9059052,,0.4428411,0.25572696,0.26811963,,0.46101683,0.32433096,0.0,0.5236797,0.99028707,0.15260103,0.26005584,0.06030208,,,,0.25975037,0.45333314,0.3495005,0.0,0.0,0.28159392,0.4581375,0.15238696,0.77911925,
Propagation - Onset - One Direction - Ratio - Left,0.5836048,0.0,0.54359734,0.02711932,0.24238774,0.0,0.032512244,0.30245498,0.3051976,0.30193022,0.062290825,0.1086455,,0.04683605,0.0,0.07348914,0.0,0.43311664,0.045286592,0.18774904,0.0,0.50886947,0.34035718,0.567975,0.052366488,0.29136974,0.68805337,0.38729575,0.33341932,0.31896862,0.42493176,0.0,0.109936565,0.7876706,0.03775551,0.0,0.0,0.02791602,0.41083008,0.04432607,0.07532508,0.012314882,0.21124911,0.028840698,0.1654663,0.13668703,0.17000924,0.43498757,0.080807,0.033116307,0.13593599,0.020496298,0.0568498,0.54219395,0.08554921,0.47578678,0.36628234,0.1787379,0.4341065,0.18090686,0.81956226,0.17354612,0.54733264,0.038258467,0.009167861,0.75561273,0.29253402,0.052549012,0.24814932,0.54629415,0.60297763,,0.5486504,0.09403628,0.19175696,0.11193045,0.0,0.7287841,0.0,0.0,0.0,0.012977965,0.15090948,0.080018185,0.3032601,0.039859142,0.64630175,0.15133129,0.15753008,0.0,0.0,0.07895428,0.34988633,0.0,0.4533523,0.05139916,0.1600136,0.30797383,0.11856571,0.27115917,,0.42819682,0.09786333,0.0,0.16145469,0.21810357,0.046231635,,0.093275145,,0.0,0.14575274,0.06505415,0.03404093,0.0,0.06401234,0.20331118,0.013413857,0.12532157,0.2037943,0.037050113,5.160864E-4,0.119139984,0.317119,0.2721851,0.0,0.50157213,0.0,0.0,,0.0015978497,0.019979589,0.12728795,0.0,0.038970396,,,0.0089703575,0.08071185,0.7978828,,0.0,,0.24797854,0.107031025,0.21395347,0.4989185,0.011955519,0.32014528,0.24076472,0.0,,0.2767637,0.0,0.19781242,0.01833112,0.37539423,0.04378192,0.005229502,0.41494936,0.19726181,0.33444837,0.14925085,0.2246606,0.10195104,0.7297447,0.0,0.0,0.51221913,0.0,,0.038162503,0.096875735,0.63874596,,0.039971635,0.34623787,0.24521096,0.28370503,0.0,0.0,0.0,0.088676766,,,,0.011559236,0.503949,0.011170605,0.5143107,0.0,0.3819507,0.15479307,0.17202152,0.21529604,
Propagation - Onset - One Direction - Ratio - Right,0.0,0.0,0.0,0.36873052,0.24140733,0.0,0.39180407,0.30983058,0.0,0.20366609,0.44158962,0.06360773,,0.12479514,0.0,0.18393432,0.1440405,0.08688141,0.031114554,0.024340693,0.0,0.0,0.04266246,0.008769406,0.42901963,0.07674026,0.011556663,0.39768007,0.07360188,0.0,0.31518576,0.2764498,0.25869414,0.04689055,0.15807912,0.554533,0.0,0.16811061,0.29641783,0.098062396,0.67153555,0.07282728,0.0,0.0058133597,0.38553604,0.0058055595,0.3183539,0.12719218,0.15069225,0.47803584,0.38528743,0.58042616,0.14249015,0.15517232,0.59812754,2.2176138E-4,0.012697061,0.015484886,0.16427921,0.20663458,0.024484865,0.24929407,0.08391372,0.14753734,0.44630006,0.0,0.0,0.15503418,0.1306807,0.058386553,0.0,,0.001658189,0.0,0.17343326,0.17229031,0.0,0.05354694,0.78053176,0.08201166,0.3241259,0.026309656,0.26760328,0.39168274,0.30770496,0.18140161,0.0,0.050359588,0.058100954,0.0,0.052747414,0.13498038,0.081001736,0.055171713,0.2133504,0.0,0.15337823,0.11053541,0.26761258,0.05672661,,0.06906695,0.09237437,0.0,0.18396977,0.29828122,0.6789142,,0.086755104,,0.7677035,0.07803206,0.09032793,0.32971346,0.2644249,0.021608533,0.07553021,0.071017645,0.036676507,0.43800646,0.6360142,0.5740815,0.108965635,0.0,0.24654642,0.11398339,0.0,0.21789643,0.2454491,,0.5611633,0.04101192,0.26061007,0.7397552,0.27703288,,,0.38387266,0.03858325,0.030949058,,0.36346757,,0.11072352,0.16202296,0.08190587,0.0,0.29971978,0.26108277,0.20315811,0.0,,0.039324254,0.04123626,0.0,0.038272213,0.026068285,0.10233276,0.058507863,0.0,0.1429731,0.0,0.12826674,0.12903066,0.09368708,0.0,0.8074734,0.21106845,0.22546454,0.015799157,,0.47556502,0.023964148,0.0,,0.083811164,0.033332895,0.13923146,0.063545085,0.009712956,0.6112453,0.19605827,0.46882054,,,,0.11011978,0.0,0.52919936,0.10047211,0.15102836,0.097206585,0.13896407,0.07964144,9.1466465E-4,
Propagation - Offset - Overall,2.8675508,0.03373219,0.38406846,3.7042286,0.6812552,0.59276086,10.632675,0.15565822,9.336809,2.0357897,0.77537614,2.2189617,0.0,0.9752843,0.18630569,2.1411462,0.340752,0.45779768,1.0389812,2.547526,0.40748203,0.9950963,5.371484,1.9245148,6.2639093,0.5918853,1.9471042,0.4095447,4.5973825,1.2536709,0.03962849,0.9583975,0.632984,6.437256,2.3451614,0.37205142,0.34151524,2.4172177,0.6251427,6.187128,4.213294,2.3837888,0.42789924,4.1289153,0.08333391,1.041209,9.363952,2.0707054,9.538445,3.564971,1.1315508,3.473017,3.61932,2.548757,0.7081548,11.586444,1.1720448,4.622049,1.4136797,3.1725624,0.044842333,3.326415,2.779691,1.5995884,12.243978,1.319353,4.0775385,2.5126662,3.9607456,7.757171,0.81576663,0.0,1.122081,3.7293692,2.210671,5.5287843,0.07879468,0.06459488,0.025289893,0.66593874,0.26247948,1.9417219,2.4903462,2.1967316,2.3888686,1.2795882,0.055098288,0.5854492,2.727685,0.3192755,6.047228,32.809433,3.155968,0.07156901,1.5076628,0.63358724,1.6432201,2.688987,1.6468,7.465241,0.0,6.34369,3.2257352,0.59086007,7.604665,6.867604,1.4822061,0.0,0.4927243,0.0,2.3494835,0.6527454,0.8335001,1.3391685,0.7214417,2.34761,2.3157468,2.9639623,4.7585626,0.7452151,8.783137,3.6065445,6.6394587,2.2439685,2.2532077,0.5081362,0.08265939,1.0272543,0.07848135,0.0,0.9815446,0.5497582,2.832357,0.8242041,7.696368,0.0,0.0,1.4255557,2.2423246,0.21325049,0.0,1.2549839,0.0,0.7687477,1.6912806,1.850556,0.13908473,3.7076716,1.7097402,1.8660339,0.32634738,0.0,4.137602,0.9417716,0.68206227,0.44436896,7.9867063,6.090416,0.81504947,0.33456486,1.0793095,5.9633636,3.6376271,1.4544914,2.0209644,5.284435,3.80631,0.54679555,4.515068,1.0538011,0.0,2.4774024,1.1144221,6.909091,0.0,1.1098123,1.4596004,0.110666916,4.481077,0.116405725,1.7708713,2.7149403,2.1135519,0.0,0.0,0.0,4.313686,0.8736061,3.1778216,4.5067635,0.5252836,1.9975693,3.0542655,1.0846403,1.0549312,
Propagation - Offset - One Direction - Anterior,0.43284303,0.0,0.057064787,0.75264436,0.19618845,0.21795496,5.0529017,0.0,1.670716,0.078317076,0.0,0.3929504,0.0,0.4512817,0.0,0.6326599,0.005844772,0.28091168,0.23601414,0.9199919,0.0,0.7666452,3.3411875,1.0998251,1.1802298,0.039266244,1.0559512,0.053998083,0.87058973,0.1792622,0.0,0.128338,0.26614535,0.99450505,0.32684192,0.0,0.09810013,0.42641845,0.30748475,2.1771953,1.2016702,0.0,0.047159165,0.43261424,0.0,0.8906505,6.154645,0.6491722,5.389163,0.8896327,0.17745543,1.5892425,2.0206935,1.6140963,0.6176505,5.889317,0.19728449,1.7061784,0.30638877,0.29932043,0.010001704,0.13582605,1.961237,0.61227936,4.178962,0.55868334,2.747399,1.5049325,1.1456681,1.481822,0.56374115,0.0,0.70339227,0.2297029,0.8290403,1.8196964,0.0,0.0025328249,0.025289893,0.56552166,0.0,0.12852144,0.07940401,1.1594378,0.0,0.5213586,0.055098288,0.0,0.6443175,0.0,2.4023101,18.899403,0.6437695,0.06479576,0.6342244,0.0,0.9848007,1.1202432,0.6654191,2.9223201,0.0,2.8173008,1.7991558,0.06982519,2.4353292,2.2320275,0.42317188,0.0,0.37619644,0.0,1.3339872,0.0,0.35742623,0.87694484,0.057037763,0.036393207,0.41900206,1.9552417,1.2680814,0.30165508,0.5608176,0.36561748,1.6548743,0.38813066,0.56614053,0.30142108,0.08040794,0.43037587,0.07848135,0.0,0.7191082,0.009489328,0.44333327,0.36081296,2.1313376,0.0,0.0,0.8228938,0.9874131,0.10327126,0.0,0.23426548,0.0,0.0,1.6912806,0.43403038,0.034120977,1.2232039,0.31102043,0.5104141,0.0,0.0,0.9061589,0.4509697,0.17303243,0.39201155,0.7211753,3.148255,0.49743125,0.0,0.31063688,0.51937205,1.3056489,0.37974298,0.818604,2.4835052,0.365219,0.0,1.226635,0.84216285,0.0,1.5534813,0.26933682,0.8490612,0.0,0.4228754,0.5874596,0.0,2.649125,0.108626515,0.46178705,0.53811836,0.27889395,0.0,0.0,0.0,1.5337687,0.3527373,2.0107312,0.0,0.0,0.71887285,1.5109491,0.14639282,1.0240754,
