Index,1,3,4,5,6,7,8,9,13,17,20,25,26,29,32,33,35,40,43,48,55,56,62,66,78,79,88,91,98,104,107,121,130,136,144,150,151,154,162,164,169,173,177,178,184,188,191,196,198,206,208,210,214,215,216,224,225,227,232,248,249,250,254,260,261,266,269,277,280,286,293,299,302,303,304,322,323,324,331,332,333,336,349,358,359,361,369,372,374,378,379,380,384,385,396,401,405,409,411,418,419,426,445,464,465,479,482,493,503,506,522,529,530,537,543,547,553,576,578,587,592,600,623,624,633,652,668,672,675,685,686,706,722,723,724,726,735,737,742,743,746,748,750,764,766,768,776,779,780,781,
Curve - Decay Tau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Propagation - Onset - Overall,52.387096,5.134559,0.0,2.3230722,7.2100363,1.4835353,4.2917485,19.779007,0.027709201,8.84595,26.78847,0.692769,0.71977234,5.454629,31.49326,0.42637295,0.30876878,0.0,1.2777684,8.21147,1.5927458,20.220558,3.1387644,9.384439,7.336161,4.429793,0.025965571,0.10840384,2.0943277,1.919373,1.83198,2.9782639,1.9319724,2.455056,5.8014402,2.0463958,16.460688,3.4768279,1.2057685,2.8896036,0.24717396,2.6194825,0.8432743,0.109958984,7.5552483,4.077075,0.9850977,0.8696426,1.564501,0.34354585,13.30316,2.5983849,0.0,0.31756017,3.2808635,1.370076,1.6585172,2.0114505,0.46018916,3.8263311,0.58214664,1.286686,0.0,0.4114344,0.9035598,0.558781,0.059851475,0.7632891,5.0289674,1.2886306,3.5443385,0.049113363,4.394272,1.1493683,2.5193064,0.0,0.46489772,3.0448427,0.9570276,0.0,0.0,0.08179271,6.567753,1.986797,1.5857261,21.46543,0.0,2.9974866,0.65213734,3.3384259,19.899918,0.7521578,10.147015,0.0,0.7810925,0.95815843,1.323098,16.448072,1.2013233,1.6383454,1.7069627,20.346369,2.4272132,4.1841326,0.18623324,0.72400546,49.132595,1.6950667,0.30185366,9.641141,3.8178844,0.522966,20.538988,0.9796347,2.2940865,0.20656142,0.36830062,3.1415682,24.549412,0.0,22.500656,0.78732646,0.42985862,4.7428412,0.58954614,35.762276,13.496125,0.8329049,2.1946223,0.3764667,0.6020421,0.053550117,1.8676027,0.20502263,0.21119653,1.037829,0.18031718,0.02382163,1.4005458,0.0,0.90967166,0.0,0.9841954,0.9917798,0.0,3.2542777,0.66917986,2.3307538,0.9619982,1.0543159,
Propagation - Onset - One Direction - Anterior,7.83792,1.9823728,0.0,0.5329393,1.279779,0.3909955,2.362838,10.02051,3.2795966E-4,4.1691546,12.055156,0.32385638,0.085864216,1.9869001,19.134714,0.0013048649,0.16873562,0.0,0.6087935,3.9468327,0.5570667,5.3147826,0.37126786,0.0124246925,3.437405,1.1895651,0.0,0.0,1.5163708,0.9780243,0.7691859,0.4143405,1.226126,0.69848704,2.4640694,0.9213121,4.1349206,1.7694526,0.5331439,1.4024298,0.24717396,1.8672884,0.07356621,0.08267973,3.7642145,2.815059,0.47439414,0.37986484,0.792397,0.18245076,6.6948695,1.4707276,0.0,0.30414626,0.22432557,0.6615504,1.1950989,0.6025559,0.02051036,1.6561589,0.1672631,0.043526813,0.0,0.0013531,0.062459752,0.0,0.036637142,0.31987864,2.3448622,0.6628545,0.056033544,0.0,1.5146544,0.017850265,1.236834,0.0,0.26741788,0.79304093,0.20300587,0.0,0.0,0.042551942,3.8277366,0.8991997,0.53657395,7.6906185,0.0,0.43768987,0.07214725,1.9572971,3.1866634,0.50255,0.98683584,0.0,0.14898387,0.29190192,0.673992,10.297252,1.1279081,0.07295039,1.3253467,6.100644,0.25826514,0.29235172,0.0,0.5219725,32.87689,0.4396092,0.0077698156,1.2330248,0.5946167,0.5216765,1.2607147,0.8850446,0.53963816,0.119767845,0.0,0.37362063,4.949595,0.0,5.9615555,0.65416664,0.076882035,0.8613782,0.16526988,22.449432,0.57031953,0.044838265,1.2252024,0.021973684,0.13406247,0.03312412,0.5297544,0.07352941,0.008765221,0.31890473,0.08160365,0.0035733655,0.4124859,0.0,0.5780522,0.0,0.17649645,0.47194383,0.0,0.5575447,0.39962077,0.53571665,0.29149425,0.13849428,
Propagation - Onset - One Direction - Posterior,22.017454,1.5599121,0.0,0.6709237,2.1599872,0.6386654,0.43787807,5.126891,0.005526498,0.029264152,7.4918585,0.20909414,0.26587105,1.1349036,9.7163,0.38121232,0.14003316,0.0,0.15516502,2.2373874,0.7660019,6.090792,1.5513835,6.1826305,1.4120246,1.332483,0.020763546,0.049108133,0.0,0.32263482,0.8535591,1.6678851,0.40157622,0.658715,2.4640694,0.6396254,1.6017048,1.1082392,0.47479165,0.6054246,0.0,0.0,0.618855,0.02727925,0.34608614,0.58519745,0.20611325,0.03193064,0.34050095,0.0,2.5319066,0.11424193,0.0,0.0,0.87360007,0.09285714,0.33300418,0.73057574,0.41845056,1.3387761,0.20423537,0.97830385,0.0,0.37416053,0.5803797,0.064847484,0.0,0.323313,1.5097269,0.3860085,0.75465715,0.049113363,1.2404356,1.021962,1.0692029,0.0,0.11751959,0.50424725,0.44897395,0.0,0.0,0.0067247227,1.6610706,0.21158396,0.17009115,2.3233604,0.0,0.7198079,0.0,1.0006502,3.8150089,0.050647005,1.2086662,0.0,0.51096696,0.3314291,0.40992942,0.6614284,0.0,1.0781587,0.071872756,2.8506975,0.46484494,3.3758945,0.18623324,0.056356177,1.2808888,0.35130125,0.022278689,4.6639996,1.9185137,0.0012895614,5.983609,0.0,0.811087,0.002094254,0.30176026,0.81241226,2.3732274,0.0,1.7161332,0.0,0.09368488,1.5435275,0.0,5.692869,5.6750584,0.20687252,0.80455804,0.03352937,0.053227097,0.0,1.2227942,0.04014881,0.11723754,0.11182756,0.09871353,0.020248264,0.19240975,0.0,0.05513393,0.0,0.0,0.39665973,0.0,1.1166667,0.026348546,0.6960558,0.29848582,0.78582156,
Propagation - Onset - One Direction - Left,0.0,0.30855656,0.0,0.19900739,0.3476067,0.0,0.5186458,1.5846508,0.021854743,4.6321106,2.9613383,0.094791576,0.18674242,2.3328252,0.5277072,0.0,0.0,0.0,0.44613177,1.6209091,0.12939927,1.0428008,0.6414474,0.05879931,0.9602583,1.3027011,0.0,0.00829459,0.38804173,0.49852675,0.068391405,0.0,0.05440847,0.7163216,0.15127464,0.4036131,0.0,0.0,0.17973477,0.35640022,0.0,0.0,0.13810278,0.0,3.403338,0.6563777,0.06877002,0.20380136,0.16221789,0.16109511,1.775375,0.7868529,0.0,0.0,2.0989585,0.013189867,0.10143455,0.3870964,0.0,0.7791641,0.0,0.15735245,0.0,0.0,0.2055018,0.21517485,0.023214333,0.046617053,0.978737,0.238531,1.0419085,0.0,1.493287,0.047258057,0.12499999,0.0,0.079960264,1.7149096,0.016048715,0.0,0.0,0.0,0.98524517,0.63734144,0.83878034,10.15283,0.0,0.8465117,0.27253264,0.1120297,12.4852915,0.07718646,7.2504244,0.0,0.02404353,0.19636841,0.102682754,5.402682,0.068191975,0.3392451,0.13711852,10.782337,0.4623494,0.09127119,0.0,0.03442792,10.431914,0.09136607,0.0,0.17956436,0.11640626,0.0,13.281474,0.0,0.5025366,0.07985953,0.06654036,1.6711603,17.205688,0.0,0.60315424,0.12864581,0.01024501,0.36007228,0.39042202,6.929113,0.026221566,0.38327754,0.07710355,0.32096362,0.111083984,0.010098852,0.082301795,0.0,0.005799055,0.5306518,0.0,0.0,0.17646486,0.0,0.20583333,0.0,0.71281826,0.010881703,0.0,1.5800664,0.0,0.6424931,0.089111365,0.0,
Propagation - Onset - One Direction - Right,22.531723,1.2837176,0.0,0.9202017,3.4226637,0.45387438,0.9723866,3.0469556,0.0,0.015420496,4.2801166,0.065026864,0.18129466,0.0,2.1145382,0.04385574,0.0,0.0,0.06767805,0.40634027,0.14027782,7.7721834,0.57466555,3.1305852,1.5264732,0.6050439,0.005202025,0.051001117,0.18991518,0.120187044,0.14084347,0.8960383,0.24986167,0.38153234,0.72202706,0.08184521,10.724062,0.5991362,0.01809822,0.5253488,0.0,0.75219417,0.012750328,0.0,0.041610003,0.020440817,0.23582023,0.25404572,0.26938525,0.0,2.3010082,0.22656259,0.0,0.013413899,0.08397937,0.60247856,0.028979585,0.29122257,0.021228269,0.052231982,0.21064821,0.10750277,0.0,0.035920784,0.055218488,0.27875873,0.0,0.0734804,0.1956414,0.0012366772,1.6917393,0.0,0.14589517,0.062298,0.08826958,0.0,0.0,0.03264506,0.28899908,0.0,0.0,0.032516047,0.093700185,0.23867191,0.04028073,1.298621,0.0,0.99347717,0.30745745,0.26844883,0.4129541,0.121774346,0.70108825,0.0,0.09709814,0.13845903,0.13649379,0.0867092,0.00522314,0.14799117,0.17262475,0.61268985,1.2417537,0.42461535,0.0,0.111248836,4.542905,0.8127901,0.27180514,3.5645523,1.1883478,0.0,0.013189673,0.09459011,0.44082466,0.004839778,0.0,0.28437492,0.020901084,0.0,14.219813,0.004513949,0.24904671,1.9778631,0.03385423,0.69086206,7.2245255,0.19791658,0.08775836,0.0,0.30366856,0.010327145,0.03275238,0.091344416,0.07939471,0.07644501,0.0,0.0,0.6191853,0.0,0.07065216,0.0,0.094880685,0.11229451,0.0,0.0,0.24321055,0.45648825,0.28290677,0.13000007,
Propagation - Onset - One Direction - Ratio - Anterior,0.14961547,0.38608432,,0.22941142,0.17749965,0.2635566,0.5505537,0.5066235,0.011835767,0.4713066,0.45001286,0.46748108,0.11929358,0.36425945,0.60758126,0.003060384,0.5464789,,0.4764506,0.48064876,0.34975243,0.26284054,0.11828472,0.0013239675,0.46855637,0.2685374,0.0,0.0,0.724037,0.509554,0.41986588,0.13912149,0.6346498,0.28450963,0.4247341,0.4502121,0.25119975,0.5089273,0.44216108,0.4853364,1.0,0.7128463,0.08723877,0.7519143,0.49822512,0.69046044,0.48157066,0.4368057,0.50648546,0.53108126,0.5032541,0.5660161,,0.9577595,0.06837394,0.48285675,0.7205827,0.29956287,0.044569414,0.4328321,0.28732127,0.033828624,,0.003288738,0.06912631,0.0,0.61213434,0.41907927,0.4662711,0.5143867,0.015809309,0.0,0.34468836,0.015530501,0.49094227,,0.57521874,0.26045382,0.21212122,,,0.52024126,0.58280766,0.45258763,0.33837745,0.3582793,,0.14601895,0.11063199,0.5862934,0.1601345,0.66814435,0.09725381,,0.1907378,0.3046489,0.5094044,0.6260461,0.9388881,0.04452687,0.7764357,0.29983947,0.10640398,0.06987152,0.0,0.720951,0.6691462,0.25934625,0.02574034,0.127892,0.15574507,0.99753416,0.061381537,0.90344346,0.23523009,0.5798171,0.0,0.11892807,0.20161766,,0.2649503,0.8308709,0.17885423,0.1816165,0.2803341,0.6277406,0.04225802,0.053833596,0.55827487,0.058368202,0.22267957,0.61856294,0.28365475,0.35864043,0.041502673,0.3072806,0.45255613,0.15000509,0.29451796,,0.6354515,,0.17933069,0.47585544,,0.17132671,0.5971799,0.22984695,0.30300912,0.13135938,
Propagation - Onset - One Direction - Ratio - Posterior,0.4202839,0.30380642,,0.2888088,0.29958063,0.43050233,0.10202789,0.2592087,0.1994463,0.0033081977,0.2796673,0.30182377,0.36938214,0.20806247,0.30852,0.8940819,0.4535211,,0.12143438,0.272471,0.48093167,0.3012178,0.49426568,0.65881723,0.19247459,0.3008003,0.7996568,0.453011,0.0,0.16809386,0.4659216,0.56001925,0.20785816,0.26830956,0.4247341,0.3125619,0.09730486,0.31875008,0.39376685,0.20951821,0.0,0.0,0.7338715,0.24808569,0.045807384,0.14353365,0.20923127,0.036716968,0.21764188,0.0,0.1903237,0.043966517,,0.0,0.26627138,0.067775175,0.20078427,0.3632084,0.9093012,0.34988508,0.35083148,0.7603284,,0.90940505,0.64232576,0.116051696,0.0,0.42357868,0.30020612,0.29954937,0.21291904,1.0,0.28228468,0.8891511,0.42440367,,0.2527859,0.16560699,0.46913376,,,0.08221665,0.2529131,0.10649501,0.107263885,0.10823732,,0.24013716,0.0,0.29973713,0.19170979,0.06733561,0.11911545,,0.65416956,0.34590217,0.30982545,0.040213127,0.0,0.65807784,0.042105637,0.14010842,0.19151385,0.8068326,1.0,0.077839434,0.026070042,0.20724922,0.073806256,0.48376012,0.502507,0.0024658607,0.2913293,0.0,0.35355556,0.01013865,0.8193314,0.25860086,0.096671455,,0.076270364,0.0,0.21794347,0.32544363,0.0,0.15918644,0.4204954,0.24837473,0.36660433,0.08906332,0.08841092,0.0,0.65474,0.19582623,0.5551111,0.10775143,0.54744387,0.8499949,0.13738197,,0.060608607,,0.0,0.39994738,,0.3431381,0.039374385,0.2986398,0.3102769,0.74533784,
Propagation - Onset - One Direction - Ratio - Left,0.0,0.06009407,,0.085665606,0.048211504,0.0,0.12084721,0.080117814,0.7887179,0.52364194,0.11054526,0.13682999,0.2594465,0.42767808,0.016756196,0.0,0.0,,0.34914917,0.19739574,0.08124289,0.051571317,0.20436303,0.006265618,0.13089384,0.29407722,0.0,0.076515645,0.18528225,0.25973415,0.03733196,0.0,0.028162135,0.29177403,0.02607536,0.1972312,0.0,0.0,0.14906242,0.123338796,0.0,0.0,0.1637697,0.0,0.4504601,0.1609923,0.06981035,0.23435071,0.10368666,0.4689188,0.13345514,0.30282384,,0.0,0.63975793,0.009627107,0.061159782,0.1924464,0.0,0.20363216,0.0,0.12229282,,0.0,0.22743574,0.38507903,0.38786566,0.061073914,0.19461988,0.18510425,0.29396418,0.0,0.3398258,0.041116547,0.04961683,,0.17199539,0.56321776,0.016769333,,,0.0,0.15001252,0.3207884,0.52895665,0.47298518,,0.28240716,0.41790682,0.033557642,0.62740415,0.10262003,0.7145377,,0.030781923,0.20494357,0.077607825,0.328469,0.05676405,0.20706569,0.08032895,0.5299391,0.1904857,0.021813648,0.0,0.047552016,0.21232167,0.053901166,0.0,0.018624803,0.03048973,0.0,0.646647,0.0,0.2190574,0.386614,0.1806686,0.531951,0.7008595,,0.026806073,0.16339576,0.02383344,0.07591911,0.66224164,0.1937548,0.0019428958,0.46016964,0.03513295,0.85256845,0.18451199,0.18858694,0.04406815,0.0,0.0274581,0.51130944,0.0,0.0,0.1259972,,0.22627212,,0.724265,0.0109718945,,0.48553523,0.0,0.27565894,0.09263153,0.0,
Propagation - Onset - One Direction - Ratio - Right,0.43010062,0.25001517,,0.39611414,0.47470826,0.30594108,0.2265712,0.15404998,0.0,0.0017432267,0.15977459,0.09386515,0.25187778,0.0,0.06714256,0.1028577,0.0,,0.05296582,0.049484476,0.08807295,0.38437036,0.18308654,0.3335932,0.2080752,0.13658515,0.20034318,0.47047335,0.09068074,0.06261787,0.07688046,0.30085927,0.12932983,0.15540677,0.12445652,0.03999481,0.6514954,0.17232265,0.0150096975,0.18180652,0.0,0.28715372,0.015120024,0.0,0.00550743,0.0050135986,0.23938766,0.2921266,0.17218605,0.0,0.17296705,0.08719362,,0.042240497,0.025596727,0.439741,0.01747319,0.14478236,0.04612944,0.01365067,0.36184734,0.083550125,,0.087306224,0.061112158,0.49886936,0.0,0.09626811,0.038902897,9.596832E-4,0.4773075,0.0,0.033201218,0.05420195,0.035037253,,0.0,0.010721428,0.3019757,,,0.39754212,0.014266704,0.12012899,0.025402073,0.060498256,,0.33143672,0.47146118,0.0804118,0.020751547,0.1619,0.069093056,,0.12431068,0.14450535,0.10316227,0.0052716937,0.004347822,0.090329655,0.10112977,0.030112984,0.51159644,0.10148229,0.0,0.15365745,0.09246214,0.4795033,0.9004533,0.36972308,0.3112582,0.0,6.4217736E-4,0.096556515,0.19215696,0.023430213,0.0,0.090520054,8.513884E-4,,0.63197327,0.0057332623,0.5793689,0.4170207,0.057424225,0.01931818,0.53530365,0.23762207,0.03998791,0.0,0.5043976,0.1928501,0.017537124,0.44553334,0.3759281,0.07365858,0.0,0.0,0.44210288,,0.07766776,,0.096404314,0.113225244,,0.0,0.36344573,0.19585434,0.29408243,0.123302765,
Propagation - Offset - Overall,6.335082,0.85077524,0.0,3.9692194,5.9958005,1.4988661,4.5073795,4.459821,0.13094269,1.6709414,10.543608,0.6547942,0.6345924,4.4446464,10.011945,0.48274276,0.5450119,0.0,0.834683,4.006615,2.0690253,5.945177,3.9145834,3.2721255,3.8563645,5.3577647,0.020763546,0.049108133,1.5795531,1.4997573,2.340195,3.3325233,2.6525354,2.210975,5.284917,2.0224414,7.0793376,2.5688486,1.1627775,2.5551536,1.0808423,0.95902526,1.2604895,0.6112379,2.0714648,4.0924077,0.84864557,0.5948344,1.4464291,0.18621232,3.8383074,1.5849695,0.0,0.8088763,2.828064,1.1941913,0.80464906,1.5399495,0.45987263,3.7696834,0.6265073,1.3818631,0.0,1.0889983,1.2737294,0.06784193,0.036637142,0.8761401,3.3574505,0.549806,1.2620221,0.06310153,3.3467276,1.4970754,2.4741647,0.0,1.0404332,1.4378368,0.81737757,0.0,0.0,0.06599728,5.9640203,1.2831727,0.9797348,5.890282,0.0,2.1162589,0.07214725,3.0428433,7.759346,0.5696113,3.2468457,0.0,1.3373697,1.0004591,1.9281301,4.423672,1.629917,1.335094,1.6071173,8.335007,1.6992695,6.104848,0.42858613,1.1969241,11.981489,1.0003296,0.030048504,3.8863077,3.0276885,0.98442507,8.271167,1.2111238,2.291631,0.26066905,0.31926966,2.1405265,4.332348,0.0,4.364857,0.66307557,0.18955874,2.933228,0.16526988,10.691417,3.1939068,0.42001432,2.8284428,0.30507433,0.18728957,0.044203654,2.1449697,0.16766971,0.17623541,1.391376,0.29824686,0.7585687,1.0548877,0.0,0.75276494,0.0,0.17649645,1.0188632,0.0,3.5110083,0.6215711,1.2937706,1.2418394,1.4689395,
Propagation - Offset - One Direction - Anterior,4.798214,0.07911964,0.0,0.6709237,2.1599872,0.6386654,0.43787807,0.2675097,0.005526498,0.029264152,1.808155,0.20909414,0.26587105,1.1349036,5.889624,0.38121232,0.14003316,0.0,0.15516502,1.0290964,0.7660019,1.327051,1.5513835,2.9279006,1.285732,0.70452666,0.020763546,0.049108133,0.0,0.32263482,0.8535591,1.6678851,0.40157622,0.658715,2.4640694,0.6396254,1.6017048,1.1082392,0.47479165,0.6054246,0.0,0.0,0.618855,0.02727925,0.34608614,0.58519745,0.20611325,0.03193064,0.34050095,0.0,1.6441538,0.11424193,0.0,0.0,0.87360007,0.09285714,0.33300418,0.73057574,0.41845056,1.3387761,0.20423537,0.97830385,0.0,0.37416053,0.5803797,0.064847484,0.0,0.323313,0.88974196,0.007652521,0.75465715,0.049113363,1.2404356,1.021962,1.0692029,0.0,0.11751959,0.50424725,0.44897395,0.0,0.0,0.0067247227,1.6610706,0.21158396,0.17009115,1.7154436,0.0,0.7198079,0.0,0.97077054,3.6885097,0.050647005,1.049169,0.0,0.51096696,0.3314291,0.40992942,0.49375227,0.0,1.0781587,0.071872756,2.4756327,0.46484494,2.7755578,0.18623324,0.056356177,0.8639331,0.35130125,0.022278689,0.77633476,1.9185137,0.0012895614,4.379703,0.0,0.811087,0.002094254,0.30176026,0.81241226,1.3292568,0.0,1.7161332,0.0,0.09368488,1.5435275,0.0,4.75719,1.8099167,0.20687252,0.80455804,0.03352937,0.053227097,0.0,1.2227942,0.04014881,0.11723754,0.11182756,0.09871353,0.020248264,0.19240975,0.0,0.05513393,0.0,0.0,0.39665973,0.0,1.1166667,0.026348546,0.6960558,0.29848582,0.78582156,
Propagation - Offset - One Direction - Posterior,1.1745756,0.6016407,0.0,0.5329393,1.279779,0.3909955,2.362838,4.033396,3.2795966E-4,1.5918456,8.039395,0.32385638,0.085864216,1.9869001,2.3966544,0.0013048649,0.16873562,0.0,0.6087935,1.6067964,0.5570667,2.4901981,0.37126786,0.0,1.8771222,1.1895651,0.0,0.0,1.5163708,0.9780243,0.7691859,0.4143405,1.226126,0.6842804,2.4640694,0.9213121,1.5971769,1.0203485,0.5331439,1.4024298,0.24717396,0.87211174,0.07356621,0.08267973,1.0352603,2.815059,0.47439414,0.37986484,0.792397,0.18245076,1.055292,1.4707276,0.0,0.30414626,0.22432557,0.6615504,0.32548183,0.6025559,0.02051036,1.6561589,0.1672631,0.043526813,0.0,0.0013531,0.062459752,0.0,0.036637142,0.31987864,1.5977927,0.28160518,0.045835607,0.0,1.5146544,0.017850265,1.236834,0.0,0.26741788,0.79304093,0.20300587,0.0,0.0,0.042551942,3.8277366,0.8991997,0.53657395,1.8154839,0.0,0.43768987,0.07214725,1.3262727,1.8457435,0.50255,0.809547,0.0,0.14898387,0.29190192,0.673992,3.4822907,1.1279081,0.07295039,1.2665765,2.293539,0.25826514,0.29235172,0.0,0.5219725,7.1447606,0.4396092,0.0077698156,1.2330248,0.5946167,0.5216765,0.9630585,0.8850446,0.53963816,0.119767845,0.0,0.37362063,1.9961702,0.0,1.318252,0.65416664,0.076882035,0.8613782,0.16526988,3.515562,0.57031953,0.044838265,1.2252024,0.021973684,0.13406247,0.03312412,0.5297544,0.07352941,0.008765221,0.31890473,0.08160365,0.0035733655,0.4124859,0.0,0.5780522,0.0,0.17649645,0.47194383,0.0,0.5575447,0.39962077,0.53571665,0.29149425,0.13849428,
Propagation - Offset - One Direction - Left,0.11985589,0.054166663,0.0,1.7008662,0.09482887,0.27873263,0.9457847,0.086988926,0.0,0.0053903162,0.6007756,0.121843696,0.0,1.3228426,0.15003234,0.100225575,0.0,0.0,0.07072451,0.71199346,0.43544093,0.78043103,1.0950476,0.34422493,0.51803154,1.364565,0.0,0.0,0.0013550371,0.041979127,0.29778254,0.46428567,0.864974,0.7231741,0.02031248,0.057354633,0.0,0.0,0.15484199,0.28840256,0.0,0.066867545,0.40460923,0.4586693,0.40539628,0.37236845,0.050228,0.09816551,0.16557933,0.0,0.19839254,0.0,0.0,0.008463509,1.6461589,0.40836033,0.10839076,0.10711331,0.012042977,0.7747483,0.0,0.34713948,0.0,0.37096015,0.25901508,0.0,0.0,0.028107189,0.8126226,0.24961615,0.4274553,0.013988167,0.5792245,0.0,0.12995425,0.0,0.2370174,0.11892751,0.16539773,0.0,0.0,0.016720615,0.29123476,0.0,0.2730697,1.760386,0.0,0.3138727,0.0,0.5206771,0.98899114,0.0,1.0020308,0.0,0.34451938,0.043254644,0.31331384,0.0,0.32209823,0.031479962,0.0054634437,2.625092,0.29765826,3.0369387,0.24235289,0.07590087,2.044825,0.011039387,0.0,0.026978798,0.20668402,0.35599032,2.7752469,0.23148924,0.3806616,0.0,0.011312284,0.90032715,0.60969853,0.0,0.5449006,0.00677073,0.0,0.13677777,0.0,1.575457,0.23752114,0.16830355,0.3416869,0.2495713,0.0,0.0,0.35944688,0.053991497,0.05023265,0.9606437,0.02929321,0.73474705,0.0,0.0,0.11957878,0.0,0.0,0.012574434,0.0,1.0324223,0.19560184,0.030468673,0.25131375,0.53218746,
Propagation - Offset - One Direction - Right,0.24243619,0.11584821,0.0,1.0644901,2.4612055,0.1904725,0.76087844,0.07192719,0.12508823,0.044441342,0.09528148,0.0,0.28285718,0.0,1.5756336,0.0,0.23624311,0.0,0.0,0.6587288,0.31051582,1.347497,0.8968846,0.0,0.17547876,2.099108,0.0,0.0,0.061827272,0.15711902,0.4196673,0.7860122,0.15985912,0.14480552,0.33646575,0.40414917,3.880456,0.44026077,0.0,0.25889653,0.83366823,0.020046026,0.16345912,0.042609572,0.28472206,0.31978294,0.11791012,0.08487336,0.14795184,0.0037615597,0.94046897,0.0,0.0,0.49626648,0.08397937,0.031423494,0.037772313,0.09970458,0.008868761,0.0,0.2550088,0.012892902,0.0,0.34252453,0.37187487,0.002994448,0.0,0.20484132,0.057293177,0.010932118,0.034074098,0.0,0.01241307,0.4572631,0.038173497,0.0,0.41847825,0.021621123,0.0,0.0,0.0,0.0,0.183978,0.172389,0.0,0.5989686,0.0,0.6448884,0.0,0.2251229,1.2361014,0.016414255,0.38609898,0.0,0.3328994,0.3338734,0.5308948,0.4476291,0.17991066,0.15250492,0.26320457,0.94074327,0.67850107,0.0,0.0,0.54269457,1.9279711,0.19837976,0.0,1.8499695,0.30787402,0.105468765,0.15315813,0.09459011,0.5602442,0.13880694,0.0061971396,0.054166615,0.3972221,0.0,0.7855713,0.0021382272,0.018991828,0.3915443,0.0,0.84320736,0.57614934,0.0,0.45699543,0.0,0.0,0.011079535,0.032974184,0.0,0.0,0.0,0.08863647,0.0,0.44999203,0.0,0.0,0.0,0.0,0.13768514,0.0,0.8043748,0.0,0.031529456,0.40054566,0.012436315,
Propagation - Offset - One Direction - Ratio - Anterior,0.7574036,0.09299711,,0.16903165,0.36025003,0.42609903,0.09714693,0.05998216,0.04220547,0.017513571,0.17149301,0.319328,0.4189635,0.2553417,0.58825976,0.78968006,0.25693598,,0.18589695,0.25684932,0.37022355,0.22321472,0.3963087,0.89480084,0.33340523,0.13149638,1.0,1.0,0.0,0.21512468,0.36473846,0.50048715,0.15139335,0.29792967,0.46624562,0.31626397,0.22625066,0.43141475,0.40832543,0.23694254,0.0,0.0,0.49096403,0.044629514,0.16707315,0.14299588,0.24287318,0.053679883,0.23540798,0.0,0.42835388,0.07207831,,0.0,0.30890393,0.077757336,0.41385022,0.4744154,0.90992707,0.35514286,0.32599044,0.70796,,0.34358227,0.45565385,0.9558614,0.0,0.36901975,0.26500523,0.013918584,0.5979746,0.7783229,0.37064135,0.682639,0.43214703,,0.11295256,0.35069853,0.5492859,,,0.10189394,0.27851525,0.16489126,0.17360939,0.29123285,,0.34013227,0.0,0.319034,0.47536346,0.08891503,0.32313484,,0.3820686,0.331277,0.21260464,0.111615926,0.0,0.8075527,0.044721536,0.29701626,0.27355576,0.45464814,0.43452933,0.04708417,0.07210565,0.3511855,0.7414242,0.19976152,0.6336562,0.001309964,0.52951455,0.0,0.35393438,0.008034148,0.94515795,0.3795385,0.30682135,,0.39317054,0.0,0.49422613,0.52622145,0.0,0.44495416,0.566678,0.49253684,0.28445265,0.10990558,0.2841968,0.0,0.5700753,0.23945177,0.6652326,0.08037192,0.3309793,0.026692722,0.18239833,,0.0732419,,0.0,0.389316,,0.31804729,0.042390235,0.53800565,0.24035782,0.5349584,
