2074,2429,355,2397,323,0.35971
2685,3069,384,2889,204,0
9270,9336,66,9299,29,0
10212,10287,75,10245,33,0
11846,11909,63,11877,31,0
12830,12897,67,12865,35,0
14075,14166,91,14121,46,0
18043,18114,71,18078,35,0
18691,18772,81,18726,35,0
20020,20087,67,20051,31,0
22477,22539,62,22508,31,0
29999,30080,81,30039,40,0
34053,34117,64,34087,34,0
35405,35494,89,35451,46,0
39536,39616,80,39570,34,0
41391,41472,81,41435,44,0
42250,42341,91,42288,38,0
48189,48258,69,48224,35,0
49920,50007,87,49962,42,0
56656,56715,59,56685,29,0
60476,60541,65,60509,33,0
61980,62126,146,62016,36,0
62988,63065,77,63023,35,0
66837,66924,87,66878,41,0
69351,69425,74,69387,36,0
70050,70110,60,70079,29,0
71389,71476,87,71431,42,0
72427,72505,78,72471,44,0
74577,74639,62,74608,31,0
75780,75858,78,75819,39,0
79149,79243,94,79196,47,0
81400,81472,72,81435,35,0
82399,82473,74,82441,42,0
84086,84182,96,84127,41,0
85486,85570,84,85519,33,0
86538,86679,141,86644,106,0
88194,88270,76,88225,31,0
